GeneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
ENSDARG00000005454,3.81847,1.466685,1.089038,0,3.107149,0,1.095213,0,0.880596,1.431948,3.88571,0,1.585253,1.544871,1.232208,7.110523,17.493277,12.39216,30.065073,27.447428,27.266094,27.726261,29.931507,27.197918,17.648222,24.153894,29.247044,28.025532,21.680073,16.112625,17.979687,4.84423,12.103951,6.998347,8.588348,3.408098,5.246334,1.366408,0.750898,0,0.359081,0,0.386597,0,0,0,0.462615,0.458285,0.479929,0
ENSDARG00000005456,0,0,0,0,1.553575,0,0,0,0,0.715974,0,0,0,1.029914,1.232208,0.232233,2.181535,1.596608,4.801908,6.91858,5.34885,5.256049,2.445465,3.265882,5.281254,5.482561,2.357001,0.616339,4.005171,2.676289,3.635826,2.898494,4.023225,0.430172,0.21269,1.881594,0.25838,0,0.814896,0.520338,0.359081,0,0,0,0.513927,0,0,0,1.007812,0
ENSDARG00000005458,0,1.466685,0,0,0,0,0.547607,0,0,0,1.942855,25.434048,1.070898,5.735312,1.848312,4.555958,8.467772,11.231042,20.309692,25.417713,26.153448,19.342304,15.010947,27.193193,26.843754,18.205515,18.454247,17.722521,23.314623,19.711601,16.056097,13.959932,17.785141,18.759443,9.957034,9.237926,4.268725,4.69207,2.366698,0.950015,0.718161,1.335522,1.15979,0,0,0.636326,0.65249,0,0,0
ENSDARG00000005462,0,0,0,2.091866,0,0,1.64282,0,2.641788,2.147922,3.88571,12.717024,3.727049,0.514957,1.848312,1.393399,6.322388,8.639813,10.523823,12.072072,10.025941,11.588635,11.908024,9.490709,11.121649,10.494554,14.889675,8.212449,9.60982,10.036703,5.501635,3.91334,4.131235,7.251041,5.355205,2.16879,0.584249,0.455469,0.368453,0.950015,0,0,0.386597,0,0.715019,0,0.462615,0,0,0
ENSDARG00000005463,0,1.466685,0,1.045933,0,0,1.64282,0,0,0.715974,5.828566,0,2.141796,1.029914,2.551795,6.306843,8.070859,6.918172,19.410021,25.626633,22.925119,27.014107,24.571106,21.239836,19.956949,19.750156,22.459133,20.53755,24.392681,27.774847,20.272066,34.731831,18.409863,18.851946,18.560064,16.684786,16.883844,15.309942,8.261948,3.514566,1.555329,1.352665,0.386597,0.545596,0,0,0,1.989075,0.479929,0
ENSDARG00000005468,0,0.733342,0,0,0,0,0.547607,0.972171,0.880596,0,0,0,0.792627,2.272182,1.848312,1.518653,5.302788,7.290449,10.071246,13.687394,9.203177,9.03612,5.191322,10.324237,5.380733,12.774415,12.402876,11.422183,13.52365,11.371385,7.115638,6.964455,4.382254,3.439384,1.764181,2.584147,1.605691,2.234008,1.183349,3.698765,0,1.13435,0.773193,0,0,0.636326,0,0.458285,0.503906,0
ENSDARG00000005481,0,0.733342,0,1.045933,0,0,0,0,0,0,0,0,0,2.574785,6.774918,6.646057,6.093349,10.410593,4.490231,14.40029,9.459737,7.629295,8.077947,6.397555,4.996526,6.436712,10.32179,8.145825,5.259927,7.55227,6.072389,4.760185,1.888005,1.657018,2.242203,1.862344,1.168499,0.910939,0,1.040676,0,0,0,0,0,0,0,0,0,0
ENSDARG00000005513,1.272823,4.400054,3.267113,4.183731,1.553575,0,1.64282,1.944342,1.761192,3.579869,0,12.717024,3.963133,5.664527,6.951901,5.717124,19.780233,24.514536,29.814445,35.364597,41.662132,36.087059,35.00367,26.771852,33.394253,34.931625,27.682352,29.961084,23.705088,27.318762,30.853193,20.451273,22.293882,7.536554,18.367588,8.289196,6.224109,9.523555,2.586168,0.332261,2.378345,2.435586,0,0.714057,1.742872,3.223939,0.462615,0,0.503906,0.842663
ENSDARG00000005525,0,0,0,0,0,0,0,1.944342,0,1.431948,7.771421,25.434048,7.133639,11.309591,16.896944,41.306286,38.337605,50.292084,56.165428,69.571167,72.424049,63.216534,43.55695,38.080471,76.496689,52.542526,46.305782,37.813103,49.211678,43.782383,32.604404,20.504251,14.806681,16.108965,17.178988,11.202419,4.852808,2.277347,0.736906,0,0,1.335522,0,0.545596,0,1.293806,0,0,0,0.867891
ENSDARG00000005536,2.545647,0,3.267113,2.091866,0,0,0.547607,0,0,2.147922,1.942855,12.717024,2.420067,2.059828,6.864522,3.269538,16.691578,14.271832,21.239,33.962017,24.322809,31.775881,29.153082,25.909365,29.231327,29.033104,16.861277,14.101871,22.857496,21.343765,12.008991,12.014196,15.33854,14.396043,9.313955,7.171286,4.717662,1.641162,2.366698,0,1.436322,0,0.386597,1.091193,1.430038,3.839111,0.925231,0.765395,0.503906,0
ENSDARG00000005540,0,4.400054,1.089038,0,1.553575,0,0,0.972171,1.761192,0.715974,1.942855,0,1.585253,3.160527,1.232208,2.912052,7.305837,18.695662,20.972666,21.989555,20.318096,24.120266,18.461941,12.495369,17.046171,16.731777,16.657427,17.356636,21.634563,13.167684,14.087603,12.929618,3.477346,6.639614,4.872172,5.270442,2.011129,2.643477,1.183349,0,0.359081,0,0,0,0,0,0,0,0,1.735782
ENSDARG00000005544,0,0,0,0,0,0,0.547607,0.972171,0,0,0,0,0,0,0,1.054186,0.735692,1.565002,3.488841,7.844893,2.647182,3.45557,3.444241,2.247421,2.519694,3.278279,3.273919,0.924509,4.03254,4.173712,6.359738,4.676097,1.212486,0.796673,0.77825,1.239308,0,0.455469,0.368453,0.520338,0,0,0,0.714057,1.228945,1.293806,0.925231,0,0.959858,0
ENSDARG00000005551,11.455411,13.933504,9.801338,10.459328,3.107149,2.837734,10.952132,13.610394,14.970133,20.047266,64.11422,50.868095,41.258766,39.864048,35.1157,55.636971,123.663826,203.776428,199.527603,258.852081,227.917572,251.399551,195.911743,220.800919,193.073456,217.902878,217.128891,244.705536,203.933746,222.115021,169.702423,132.448044,106.66687,159.116974,77.004501,56.886345,42.920139,24.327328,17.515757,11.997668,6.208194,3.989424,4.855521,8.817572,6.546912,6.384416,2.692825,3.363929,4.439244,2.603673
ENSDARG00000005560,1.272823,0.733342,0,0,0,0,1.095213,1.944342,1.761192,2.147922,1.942855,0,0.834814,4.634614,13.20032,10.951508,26.907824,30.278625,40.580204,51.195152,46.611511,46.968693,43.640583,34.903538,44.864174,37.061932,36.978527,23.687717,36.458477,31.948559,32.132446,19.383318,16.330549,29.899323,12.136575,16.435225,5.111355,7.928394,5.916744,0.950015,2.27349,1.117207,0.386597,0,1.943964,2.566459,0.925231,0.458285,1.463763,0
ENSDARG00000005567,3.81847,4.400054,4.35615,3.137798,1.553575,2.837734,3.833246,6.805197,3.522384,12.887528,5.828566,38.15107,9.275434,12.996032,16.28084,25.102119,43.970539,55.143692,81.864906,87.027397,102.102539,102.892067,87.215523,92.165787,82.932396,83.533165,66.055984,71.171211,64.856651,76.897896,46.182522,41.428596,36.008804,24.922499,19.483505,12.460978,9.065788,5.51367,6.370182,2.081352,1.316285,1.318379,4.082328,0.545596,0.513927,1.272652,1.850461,0.458285,0.983835,0
ENSDARG00000005576,2.545647,2.933369,2.178075,8.367462,4.660724,0,3.28564,0.972171,6.164172,3.579869,7.771421,0,5.868845,5.664527,14.873875,23.332962,61.052734,63.422478,76.400894,92.095139,93.435661,92.9076,70.913918,91.050201,76.941086,108.254265,90.775383,75.305206,76.016869,82.920288,59.552235,51.210255,49.823475,68.625992,33.02673,28.991764,18.254978,18.413588,5.314322,5.693334,1.675366,3.351621,0.773193,3.064903,1.742872,3.181631,3.428181,3.056819,0.983835,1.710554
ENSDARG00000005590,0,0,1.089038,0,0,0,0.547607,0,0,0,0,0,0.792627,0,3.696624,0.6967,3.150582,11.255611,9.34038,10.247819,9.505351,7.462838,9.511129,8.153105,10.053108,14.537073,10.434886,7.574519,8.28251,9.163092,9.975821,7.269523,5.716119,5.229518,4.301602,0.929481,1.168499,0.455469,1.105359,0,0,0,0,0,0,0,0.65249,0,0.503906,0
ENSDARG00000005606,2.545647,0,2.178075,3.137798,1.553575,0,1.64282,1.944342,3.522384,2.863895,5.828566,0,7.926265,6.250269,8.800214,18.688297,24.470947,48.816257,63.665989,69.274384,70.033867,59.937935,43.118034,51.888569,61.376823,41.837303,56.997849,61.252144,48.129593,46.933056,33.335171,22.801548,21.981848,20.169538,18.50276,6.842209,5.302079,6.335269,1.487804,0,0.718161,1.318379,0.386597,0,0.513927,0,0.462615,0,0,0
ENSDARG00000005612,1.272823,2.933369,5.445188,5.229664,0,0,2.738033,0.972171,7.925364,3.579869,5.828566,0,10.304145,5.664527,11.441613,19.171038,31.28203,41.328457,64.532883,72.911469,67.43058,62.004585,57.298389,48.208889,61.273907,66.399124,52.927288,44.234177,49.089912,53.267929,35.728275,44.532383,26.294825,18.842398,20.437006,19.357729,9.312257,7.747678,4.421437,3.79618,0,2.011855,1.932983,1.80525,1.228945,0,1.304979,1.22368,1.48774,0
ENSDARG00000005619,0,1.466685,2.178075,1.045933,0,0,1.095213,0.972171,0,0,0,0,0.278271,2.574785,2.464416,3.037305,13.530385,12.479942,23.459875,22.513922,21.771528,19.720037,18.720516,21.095379,29.010046,27.480486,18.289398,15.684221,15.499028,18.659439,19.104885,13.265752,10.921357,10.806227,6.37102,8.02125,6.470912,3.918509,2.309695,2.701981,1.540147,2.435586,0.386597,1.428113,2.457891,4.496591,1.115105,2.754469,0.959858,0
ENSDARG00000005620,0,1.466685,4.35615,3.137798,0,0,2.190426,0,6.164172,5.72779,9.714276,12.717024,4.519676,3.675484,9.24156,27.460999,47.751678,57.462433,77.675087,62.351688,68.798218,75.372856,74.427856,62.045147,60.791962,47.266876,55.991013,54.062935,48.927635,50.198776,47.850361,30.422586,36.280079,19.847401,22.151262,19.947989,10.739136,4.554694,1.920255,3.122029,1.91441,4.614327,2.922538,0.545596,1.027853,2.566459,1.115105,1.989075,0.503906,2.603673
ENSDARG00000005625,0,0,0,1.045933,0,0,1.095213,0,0,0,0,0,0,2.342967,0,2.912052,3.762132,2.03492,4.535574,5.399759,4.664948,5.015771,4.755565,3.626596,4.138902,2.876859,2.888518,1.917491,4.285923,3.491956,2.436563,1.525514,2.312506,0.430172,1.681652,1.344838,0.84263,0,1.190344,1.561014,0,0.458017,0,0,0,0,0.65249,0.458285,0,0
ENSDARG00000005642,0,0.733342,1.089038,1.045933,0,0,0,0,0.880596,2.147922,7.771421,0,1.585253,3.089742,0.616104,10.523588,9.578393,21.071253,17.971149,16.056431,22.331661,22.003006,18.200665,15.064296,18.174816,25.232719,17.89366,19.358814,12.736458,24.248512,16.28223,7.437612,5.785395,7.231731,6.278472,4.756318,2.650956,4.147262,1.112355,1.18486,0.359081,1.117207,2.149345,0,0,0.636326,0,1.22368,0.479929,1.735782
ENSDARG00000005643,1.272823,1.466685,2.178075,1.045933,3.107149,2.837734,2.190426,1.944342,0.880596,0.715974,5.828566,0,3.963133,4.190441,6.512781,9.915595,13.195161,35.652149,40.994522,45.683701,45.209763,32.406704,36.049667,36.637558,35.515984,32.403885,33.117771,29.458254,31.946543,31.971014,26.113869,18.673496,17.967537,15.30075,19.058126,16.269428,6.975258,4.055886,4.144965,4.555243,3.200331,3.771108,0.773193,1.428113,0,1.908979,0.462615,0,1.943692,0
ENSDARG00000005645,0,0,1.089038,0,0,0,0.547607,0,0,0,3.88571,0,0,0,0,0.232233,1.471383,1.565002,4.731799,1.599418,1.226291,2.484056,3.449644,1.436751,4.761537,2.032136,1.338949,0.924509,0.96955,3.144285,1.224451,1.388491,0,2.953307,0,2.418349,0.707484,0,0.368453,0,0,0,0,0,0,0,0.462615,0,0,0
ENSDARG00000005651,0,0,1.089038,1.045933,0,0,0,0,1.761192,1.431948,0,0,0,1.029914,6.423176,7.593263,9.873675,13.846839,8.320386,18.445869,16.907309,11.749998,9.865495,11.744982,11.768356,10.173539,12.146483,10.92473,9.972034,14.672597,7.966338,6.811921,7.925071,8.60523,4.006384,3.411479,0.707484,2.964231,0.750898,2.987474,0.957205,0,0,0.714057,0.513927,1.293806,0,0,0.479929,0
ENSDARG00000005652,0,0,1.089038,1.045933,0,0,0,1.944342,0,0,0,0,1.585253,1.029914,3.167899,3.859258,4.978937,4.288301,8.076845,10.456738,12.792221,6.940142,10.906547,7.763431,8.228065,6.785832,6.272713,5.262323,5.00209,4.791146,6.602155,5.880988,2.983569,0.54975,0,0.619654,0.449104,0,0,0,0,0,0.386597,0,0,1.293806,0.462615,0,0,0
ENSDARG00000005675,5.091294,9.53345,4.35615,8.367462,4.660724,19.864141,9.309312,14.582566,14.089537,20.763241,21.371408,12.717024,19.748331,25.193968,31.945576,34.587135,112.988708,156.761765,216.743164,270.918732,239.099487,220.608963,178.015594,191.112747,208.746246,174.722443,201.603058,196.407761,159.720749,163.257767,176.113586,152.510849,96.728996,107.572014,66.143188,78.136063,45.039276,28.522629,16.778851,8.211117,8.734879,4.246269,14.999288,5.207072,6.457561,6.384416,5.195776,3.671039,2.975481,0.867891
ENSDARG00000005679,0,0,0,0,0,0,0,0,0,0,0,0,1.585253,0.514957,0,0.928933,0.735692,0.281673,2.944898,2.28498,3.622985,2.172637,1.748432,2.279433,1.619208,1.900192,1.280426,3.658381,1.993516,3.648602,2.604917,4.965784,2.429428,18.657181,5.37507,8.005382,3.414017,3.144947,2.954621,6.787533,2.392497,1.592368,0.386597,0,0.513927,1.272652,0,0.91657,0,0.867891
ENSDARG00000005699,16.546705,26.400324,29.404015,26.148319,15.535747,34.052814,22.45187,31.109474,31.701458,48.686218,77.714211,50.868095,57.473946,84.021179,96.540207,165.621841,360.037201,500.393982,605.778381,707.607971,724.419556,691.423828,609.597473,549.585876,630.515747,572.334778,598.000366,523.158264,504.726807,542.486389,417.417145,376.135345,246.276825,251.544296,206.735626,170.294922,88.783203,89.953918,52.389214,23.990454,20.592762,23.932432,10.870831,12.973667,12.401196,7.041896,15.017703,14.069937,9.790393,4.314227
ENSDARG00000005738,2.545647,2.200027,4.35615,4.183731,6.214299,0,6.023673,1.944342,0.880596,7.875712,1.942855,0,2.37788,2.574785,7.480627,12.73894,26.704323,36.531597,46.644356,50.568756,47.739101,48.150948,51.19733,36.426655,40.341019,43.370689,35.990379,39.553921,41.061195,41.721596,34.420883,22.306393,29.533869,22.187284,21.633335,14.42547,6.717046,7.020117,8.587896,3.461044,3.574594,6.99013,5.45848,2.896443,6.144727,1.272652,1.767594,1.22368,0.479929,0.842663
ENSDARG00000005754,0,0,1.089038,0,0,0,0.547607,0,1.761192,1.431948,0,0,1.585253,0,0,1.518653,1.719141,2.754905,3.464075,3.097835,4.70636,5.379942,1.569898,5.826344,3.41674,1.096512,4.510942,4.519795,5.364628,3.26461,4.36753,3.676762,1.584884,6.201674,0,0.619654,0,0,1.105359,0,0,0,0.386597,0,0,0,0.925231,0,0,0
ENSDARG00000005772,1.272823,5.133396,5.445188,1.045933,3.107149,0,1.64282,3.888684,2.641788,7.875712,5.828566,12.717024,2.934422,5.664527,11.528992,19.02751,38.479416,35.036842,64.033302,64.996002,75.005661,69.193642,53.521828,61.944733,60.622215,48.755077,48.844742,62.701077,47.203461,48.199261,44.531498,37.599125,25.62822,17.937691,16.636011,16.827951,8.020691,4.055886,3.776512,6.643349,0.957205,1.117207,6.231673,3.610499,1.430038,0,0,1.22368,0.959858,1.735782
ENSDARG00000005774,15.273881,11.733478,14.157489,10.459328,13.982172,8.513204,10.404526,13.610394,22.895498,26.491032,40.799961,139.887253,39.715702,28.888916,59.231136,94.477402,198.101532,225.143509,391.694092,366.130798,346.152588,411.478912,343.075287,283.566925,348.991852,297.958832,342.241333,307.167694,335.496033,350.87381,232.962051,199.209259,150.266357,112.541283,139.946716,71.625023,53.09935,49.439651,23.02803,20.147505,15.735726,6.771815,13.839498,7.389458,8.71436,12.789986,7.698726,10.091787,10.270322,7.785791
ENSDARG00000005785,0,0,0,2.091866,0,0,0,0.972171,1.761192,3.579869,5.828566,25.434048,5.826657,7.865925,27.014517,37.608826,39.177956,34.479145,64.414238,64.611389,59.695953,64.834747,45.636787,57.769379,55.683804,55.944088,52.451134,53.7766,60.599953,61.188393,58.888206,49.672699,21.35778,11.286533,26.438009,19.664175,11.132494,2.732816,2.366698,2.322952,3.230695,2.435586,4.29869,0.714057,0,0,0,0.458285,0.959858,2.603673
ENSDARG00000005791,6.364117,19.800243,26.136902,13.597126,20.19647,17.026407,20.809052,24.304276,14.089537,38.662586,60.228512,89.019165,49.741573,35.139187,61.780704,78.257622,186.031448,274.610046,256.169098,332.176239,325.916534,251.200027,270.730774,270.965057,250.006271,275.537262,276.665405,317.938477,235.853043,265.916534,256.942963,191.225662,165.910522,224.631516,131.444748,112.965645,85.224777,54.722534,38.433083,20.493275,12.413298,10.084906,23.891008,13.142127,10.34549,17.223114,15.646052,16.677992,9.238533,13.861028
ENSDARG00000005799,0,1.466685,0,0,0,0,0,0,0,0.715974,0,0,0,0.514957,0,1.393399,6.286237,1.439969,7.452809,10.549781,4.806462,4.134054,5.762444,3.939636,3.857613,2.549414,7.00966,3.78457,5.228103,6.585504,2.822655,2.830004,5.543289,3.319807,1.551491,0.619654,1.943639,0.455469,2.245697,0,0.359081,0,0,0,1.027853,0,0,0.765395,0,0.867891
ENSDARG00000005800,0,0,0,2.091866,0,0,0,0,0.880596,0,0,0,0.792627,0.514957,2.551795,3.734005,6.992599,4.006628,5.844452,12.430758,6.290712,5.562161,8.815447,7.268508,5.662023,4.765794,7.860493,7.203255,6.388594,4.535799,4.708207,2.593426,5.123245,3.009212,2.40726,1.13716,0.51676,1.366408,1.105359,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000005823,0,0,0,0,0,0,0.547607,2.916513,0,0,0,0,0.792627,1.615656,0.616104,0.464466,3.474433,9.600004,5.034174,10.178638,10.46621,6.676169,6.58944,4.810934,5.814727,6.579913,5.567206,8.196238,6.664893,6.637352,3.184067,5.522985,0.913821,3.256135,0,1.654665,0.707484,0,0.368453,0,0,0,0,0,0,0,0.462615,0,0,0
ENSDARG00000005827,3.81847,4.400054,9.801338,4.183731,3.107149,5.675469,4.380853,4.860855,2.641788,7.159738,13.599987,38.15107,8.482808,9.320548,20.064842,22.135248,76.838478,94.010803,112.554695,133.495895,133.745102,137.571915,102.646049,101.676651,117.024994,109.861473,102.479027,121.203377,106.636528,97.512505,81.869858,60.217201,48.905922,55.672405,33.922054,23.315069,19.097942,14.765133,8.006462,4.74332,6.342383,2.671045,12.293112,4.324556,0.715019,2.545305,2.502951,3.671039,3.911362,2.578445
ENSDARG00000005828,0,0,1.089038,0,0,0,0,0,0,0,0,0,0.792627,0,0,0.6967,1.759083,2.093918,4.283412,5.669901,3.891217,7.93562,3.057054,2.637095,3.387635,3.841428,3.042196,5.467745,5.526994,7.142781,6.203724,2.067247,1.957282,3.560957,0.21269,0,0.449104,0,0.375449,0.520338,1.077242,0,0,0,0,0,0,0,0,0
ENSDARG00000005832,0,0,0,1.045933,0,0,0,0,2.641788,0,0,0,0.792627,0,0,1.518653,2.808013,3.377248,8.736921,6.9549,9.254863,8.109583,4.888229,5.273845,3.900474,9.592703,4.292761,3.081695,3.61081,4.862677,3.742965,7.727125,2.684904,3.925462,1.338801,2.478617,2.853758,2.643477,0,0,0,0,0,0,0,0,0.462615,0,0,0
ENSDARG00000005834,0,0,0,0,0,0,0,0,0,0,0,0,1.585253,0.514957,0.967845,1.750886,3.365219,2.723298,7.353745,6.229559,11.853161,5.628208,3.882699,7.997131,10.608809,3.973371,6.054531,7.561837,5.00209,7.241201,3.213199,5.744009,5.006322,3.616863,1.759171,1.13716,1.033353,2.732816,1.870248,0,0,0,0,0,0,1.272652,0.925231,0,0,0.867891
ENSDARG00000005840,1.272823,0.733342,1.089038,2.091866,1.553575,0,0,0,1.761192,0,5.828566,0,1.627441,0.514957,4.400107,5.842377,8.606317,13.599596,14.494876,19.506033,16.967867,16.670721,19.071289,14.027122,16.291466,14.342412,15.812573,12.305188,18.153973,19.37225,11.615012,23.875858,13.338068,8.389132,13.044987,7.89647,5.997483,4.511355,0,1.893275,3.200331,0,0.773193,2.14217,1.027853,1.272652,1.957469,0.458285,2.399644,2.603673
ENSDARG00000005842,0,0,0,0,0,5.675469,0,0.972171,1.761192,0,0,0,0.792627,0,0.616104,0,1.227416,4.128839,1.747964,3.299837,5.780864,2.734735,0,3.026079,2.804422,0.999181,0.58925,0.30817,2.600528,2.796614,1.302458,3.219116,0,3.325578,0.77825,0,0.584249,0,0.375449,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000005861,0,0,0,0,0,0,0,0,0,0,1.942855,0,0,0,0.616104,0.464466,2.207075,5.321564,5.792023,5.472399,5.738051,5.720631,2.312801,4.389593,4.989648,2.411041,7.482654,4.532477,3.660772,5.700249,4.5196,4.607651,2.074204,0.796673,0.425379,0.929481,0.584249,0,2.210719,1.329044,0,0.676333,0,0,0,0,0,0,0,0
ENSDARG00000005867,0,0,0,3.137798,0,0,0,0.972171,0,1.431948,5.828566,0,3.170506,0.514957,2.551795,2.447585,6.923326,3.474889,11.712379,13.196917,14.070197,15.340131,12.435519,10.416532,14.509283,13.768005,12.101501,8.217829,8.84369,9.007276,9.042662,10.199082,7.2489,5.709825,5.007344,4.670038,2.4604,0,0,0,0,0,0,0,0.715019,0,0.462615,0,0.479929,0
ENSDARG00000005870,0,0,0,0,3.107149,0,1.095213,0,0,0.715974,1.942855,0,2.37788,2.716355,3.784003,2.912052,11.454272,9.951926,12.829221,17.745432,18.068989,8.653293,14.889089,12.613573,15.476751,13.027883,16.272026,16.513285,9.840286,13.664793,8.850112,8.978724,5.365351,7.993803,4.078892,2.689677,2.201852,2.643477,0,0,0,0,0,0.545596,0.513927,0,0.925231,0,0.479929,0
ENSDARG00000005891,0,0.733342,0,1.045933,1.553575,5.675469,0,0,1.761192,2.863895,7.771421,0,3.170506,3.604699,7.216264,9.683362,10.999223,8.576601,24.610785,24.102285,24.555553,25.371403,26.66715,25.455667,27.185003,25.285019,25.856077,13.076537,22.195744,21.996691,12.638009,20.541718,12.316889,8.535787,8.120171,10.043492,8.986555,4.740108,2.217714,2.513904,2.990621,0,2.149345,4.493016,0,3.202785,1.850461,0,2.927527,0
ENSDARG00000005897,0,0,1.089038,0,0,0,0,0,0.880596,0,1.942855,0,0,0,3.51964,0.464466,3.547496,3.756562,8.158909,6.450936,3.714214,6.38582,4.624251,4.778922,6.234918,10.97722,4.28678,6.907767,5.309889,8.743891,5.373761,2.45636,2.433885,2.143095,3.1805,1.881594,0.707484,0,0.736906,0.996783,0,0.676333,0.773193,0,0,0,0,0,0,0
ENSDARG00000005901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51964,0.232233,1.689811,4.31287,3.903161,3.707299,2.647182,3.489934,2.312801,2.547507,2.234965,5.235599,1.819503,6.9528,2.052709,5.152403,4.170045,1.762136,2.191127,2.212539,1.894342,0.827333,0,0,0,0,0,0,0,0,0.513927,1.293806,0,0,0.503906,0
ENSDARG00000005908,0,0.733342,0,0,0,0,2.190426,2.916513,0.880596,0.715974,17.485697,0,2.37788,8.239313,4.928832,5.59187,24.922729,20.145491,31.447569,44.228168,39.834297,39.505371,31.733912,23.483112,29.572674,28.069374,36.618629,31.500084,28.625069,28.200144,22.239569,13.844909,17.110273,19.056499,10.102051,4.858466,6.919514,2.732816,1.183349,0,0,0.65919,0,0,1.027853,0,0.65249,0.458285,0,0.867891
ENSDARG00000005926,0,3.666712,0,2.091866,3.107149,0,2.190426,3.888684,3.522384,4.295843,21.371408,0,11.096771,11.006989,8.625456,23.387781,37.382198,60.996994,63.482956,89.277832,80.069618,59.050854,71.21701,56.304996,70.008034,71.747375,71.566246,71.630692,59.746937,57.411415,45.622147,44.236427,37.160275,35.281265,28.004354,22.922344,16.053125,8.065771,10.500648,7.119794,3.200331,1.117207,2.922538,1.97371,4.602948,5.132917,2.040335,3.363929,1.991646,3.471564
ENSDARG00000005927,0,0.733342,0,0,0,0,0,0,0,0,0,0,0,0,1.232208,1.625632,1.784622,0.719984,7.680886,4.714198,5.979667,6.942823,8.251078,4.255383,5.6226,5.959637,5.028918,4.846026,5.989779,5.309049,4.104377,1.693603,3.035671,1.593345,0.773241,0.309827,1.740837,0.455469,0.368453,0,0.718161,0,0,0,0,0,0,0,0,0
ENSDARG00000005941,5.091294,2.200027,1.089038,4.183731,1.553575,0,0.547607,3.888684,3.522384,2.147922,7.771421,12.717024,4.755759,5.361925,4.664469,6.753036,20.723217,20.935724,42.325272,52.664169,57.998714,54.051327,52.84322,48.231686,55.29805,44.410912,54.236332,40.703835,46.036152,39.162029,28.702019,18.810606,20.856464,15.381707,12.609588,7.234934,5.357656,9.342839,0.743902,0.996783,0.718161,1.977569,7.607825,0,1.943964,1.908979,0.65249,0.91657,0.983835,0
ENSDARG00000005944,0,0,0,1.045933,0,0,0,0,0,0,0,0,0.278271,1.029914,0.616104,0.464466,4.836602,1.565002,7.813407,10.69299,5.827879,8.809136,5.319934,5.529309,5.042827,6.263726,4.83782,3.78457,3.565625,8.639092,3.722229,2.067204,2.126307,2.57904,4.224083,1.964493,1.685259,2.188008,0,0.332261,0.598124,0,0,0,0,0,0.462615,0,0,0
ENSDARG00000005945,0,2.933369,1.089038,3.137798,0,5.675469,5.476066,1.944342,2.641788,6.443764,3.88571,25.434048,8.246724,5.43271,12.496838,16.311144,32.852016,37.647038,39.168003,57.95013,55.116138,60.611435,47.958584,50.252602,40.327263,66.881866,38.636005,32.595741,39.211819,40.601788,31.741903,23.181723,30.634541,19.71628,16.395554,14.63653,10.11122,6.561985,4.286952,1.040676,0.359081,0.916035,0.386597,0.714057,3.686836,0.636326,0.462615,0,1.511717,0
ENSDARG00000005947,0,0,0,0,0,0,0.547607,0.972171,0.880596,0,0,0,0.792627,1.029914,1.232208,3.394792,0.313239,0.845018,4.886189,6.277296,7.630499,3.679873,5.586613,3.521002,6.711774,3.410222,5.260641,3.281737,3.044852,3.47837,0.230078,1.525514,1.212486,0.430172,4.234103,0.309827,1.168499,0,0,0,0,0.65919,0,0,0,0,0,0,0,0
ENSDARG00000005972,0,0,1.089038,0,0,0,0,1.944342,0,0,0,0,0,0,0.616104,0,1.897627,0.281673,3.033368,4.851518,3.438657,2.671583,2.75126,3.489335,2.523133,2.049824,2.357791,2.973568,4.589267,3.775305,1.532536,3.997385,0.909364,0.430172,0,0.517506,0.449104,0.910939,0.743902,0,0,0,0.386597,0,0.513927,0,0,0,0,0
ENSDARG00000005980,0,1.466685,1.089038,2.091866,0,0,1.095213,0.972171,0,1.431948,0,0,0.792627,2.059828,0.616104,4.555958,9.433028,7.415482,14.686232,18.672773,18.03957,12.81131,16.492701,11.077676,12.979285,12.413274,9.066076,11.849238,13.129613,15.893879,12.625669,7.879789,2.79737,4.052807,4.234103,2.686295,0.707484,4.831484,0.814896,3.22232,0,0,0,0,0,0,0,0.458285,0,0
ENSDARG00000005989,0,0,0,2.091866,0,0,0.547607,0,0.880596,0,0,0,0,0.514957,0.616104,1.054186,1.580597,2.441626,5.557541,6.591715,7.116129,6.763285,7.332343,5.366139,10.334397,4.495477,7.297536,5.633587,5.065738,4.443475,3.365269,1.830669,1.281762,3.939001,0.21269,1.446987,0.449104,0.455469,0,0,0,0,0,0,0.513927,0,0,0,0,0
ENSDARG00000006003,3.81847,2.933369,7.623263,5.229664,10.875023,0,3.28564,2.916513,7.044768,8.591686,7.771421,12.717024,11.889398,20.437248,24.025829,28.906559,94.02253,123.362358,189.268555,188.515656,197.752731,203.44162,178.4711,149.001862,203.430695,171.830444,135.643478,130.437149,153.807419,136.612961,91.821434,79.304214,54.996868,60.649258,47.946194,27.682043,15.420895,8.612617,5.618777,1.990691,3.111688,5.821494,12.293112,2.14217,4.513597,0,1.957469,3.056819,3.407456,0.867891
