GeneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
ENSDARG00000011564,15.102384,7.355406,9.77196,10.308211,19.11816,26.220465,39.864059,112.014534,58.312809,42.468216,99.940163,183.479996,132.684097,122.158958,203.740204,310.997528,240.92276,362.139557,244.279526,326.235474,251.779572,341.625763,312.328674,418.615112,497.414124,256.413849,308.238373,297.549774,351.867249,337.0867,406.718475,349.397186,330.143951,220.721527,270.658295,312.503143,279.541229,295.606934,234.955933,258.326538,303.653198,360.901703,347.919189,463.460968,434.627777,298.013184,307.123749,23.662907,3.334799,1.824135,0.959372,0,1.027768,0,0.66965,3.410393
ENSDARG00000011594,0.888376,0.919426,0,0.792939,2.941255,3.496062,1.423716,0.800104,6.058474,4.470338,10.631932,10.926848,12.361873,11.634187,10.280469,18.261421,17.929136,18.106977,13.008969,21.543852,13.274161,20.540609,20.496536,36.893181,15.144298,18.259567,23.102671,26.878115,27.398052,19.185291,6.023573,19.960222,12.543662,9.865664,17.907764,21.757359,22.039854,20.073116,23.879009,20.836756,8.046527,26.127518,23.89246,31.109636,36.834034,14.602833,27.09919,0,0.8337,0,0,0,0,0,0,0
ENSDARG00000011597,2.665127,3.677703,0.651464,3.171757,7.353138,6.118108,14.237164,12.001557,9.08771,3.352754,15.947898,24.585409,21.427246,23.268373,18.691763,60.318027,47.06398,52.928089,49.867714,57.450272,41.902592,47.677429,51.185368,52.498329,97.672997,33.187119,55.047375,45.641777,43.659679,48.312584,43.432022,65.918671,39.084225,25.172373,38.929386,33.939045,44.596447,53.286961,30.417675,29.369452,41.474518,48.476177,58.537502,69.31591,50.628761,44.406857,56.913929,2.783871,0,0.608045,0,0,0,0,0,0.852598
ENSDARG00000011602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.984243,0,0,1.313067,0,0,0,6.919133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000011605,0,0,0,0,1.470628,0,0,0.800104,0,0,0,1.821141,2.472374,2.908547,2.803764,2.213506,6.723426,1.392844,1.445441,1.025898,1.608343,3.937087,0,3.817729,2.971207,1.823489,3.672931,4.179496,4.348247,0,8.682826,1.197176,10.047451,1.973133,2.860568,2.987478,2.091461,1.393797,4.375184,2.952525,2.92601,4.573469,10.64709,3.557026,4.833223,2.56462,4.881441,0,0,0,0,0,0,0,0,0
ENSDARG00000011609,0,2.758277,1.954392,2.378818,1.470628,0.874016,2.847433,7.200934,8.330401,7.823092,11.695126,15.024417,18.130747,20.359827,12.149646,28.222197,22.411419,20.892666,18.068012,33.854626,18.506607,26.19763,8.096189,38.441402,22.599424,20.204493,34.812508,29.516315,33.887585,20.904871,10.708574,27.012129,24.202528,25.904833,30.077227,28.839037,25.030264,27.875938,19.838549,26.641685,26.748049,30.993259,32.141838,35.259335,31.082197,27.30158,26.923824,6.959678,0,0.608045,0,0,0,0,0,0
ENSDARG00000011611,3.553502,0.919426,0.651464,3.964697,4.411883,0,4.983007,2.400311,6.815783,3.352754,7.442352,10.471563,12.361873,9.695155,11.215057,33.202583,24.652561,18.106977,18.068012,22.56975,16.962614,23.778673,21.232553,30.553673,18.610706,18.527115,29.467926,28.582846,22.121662,22.893272,6.692859,16.264446,19.71594,24.185806,26.351379,18.24646,20.836653,20.371395,16.823742,18.978912,15.361551,26.71158,40.898174,34.453571,38.270653,32.64259,25.596807,0,1.6674,0,0,0,0,0,0,0
ENSDARG00000011613,0,1.838852,0,3.964697,4.411883,2.622046,3.559291,4.000519,5.301165,4.470338,5.315966,13.658561,18.130747,12.603702,14.018822,21.028303,22.411419,30.642578,20.958895,22.56975,11.065355,26.262466,16.81645,29.257725,17.152212,15.53667,28.647991,20.74935,27.545509,25.755066,31.402765,19.257385,20.821522,14.798496,19.594198,21.304914,21.533806,23.694548,17.60766,19.973475,20.578487,33.522751,30.324993,33.62476,31.626947,30.874567,23.381186,4.175807,0.8337,0.608045,0,0,1.027768,0,0.66965,0
ENSDARG00000011636,0,0,0,0,0,0,0,0,0,0,4.252773,2.731712,3.296499,4.847578,5.607529,3.873635,8.964568,5.571378,1.445441,0,5.232446,5.445626,11.66433,5.418773,6.959925,4.182075,5.847516,7.647719,6.38792,3.802122,0,6.323847,1.611415,6.905965,6.333126,7.081678,4.81281,3.061473,4.857506,4.247447,0.731502,9.098387,2.925833,7.43062,10.307335,6.324139,6.208458,0,0,0,0,0,0,0,0,0
ENSDARG00000011637,0.888376,0,0.651464,8.722333,2.941255,6.118108,9.254156,8.001039,15.146184,17.881353,17.011091,23.674839,27.196119,19.39031,42.991055,40.949852,44.822838,47.356712,54.204037,40.01001,47.092014,72.697998,34.368919,57.758633,73.56086,61.586906,43.770802,40.327732,48.434196,45.974827,34.749195,62.301918,65.087646,55.277576,55.877907,56.040188,40.486137,45.222458,38.880386,34.435738,36.25758,46.05965,63.998451,57.672081,57.085537,49.487446,46.037346,5.567742,0.8337,0.608045,0.959372,0,0,0,0,0
ENSDARG00000011648,0.888376,11.952535,11.726352,10.308211,16.912218,19.22834,29.186186,60.007786,38.622768,20.116524,68.044365,71.479797,72.522987,89.195427,137.384445,167.67305,128.865662,142.070129,154.662186,182.609787,192.270493,206.955276,113.522942,228.184906,145.005371,224.448822,165.763504,192.683777,227.063004,210.72966,142.450562,211.573975,188.215881,161.467819,177.857742,194.069687,141.786789,201.781235,131.648941,165.249969,164.021103,193.5634,210.046555,226.112946,217.42601,187.48761,172.907684,32.014519,6.669599,1.824135,0.959372,0,1.541652,1.303232,0,0
ENSDARG00000011661,0,0.919426,0.651464,0,0,0,0.711858,0,3.786546,0,1.063193,1.365856,0.824125,0.969516,2.803764,2.766882,5.602855,1.392844,3.613603,5.129488,3.624103,3.127571,9.456278,3.964355,1.980804,4.960045,3.903278,3.519946,9.503194,13.31423,2.007858,7.312527,0.537138,2.959699,6.333126,3.409984,5.701068,3.061473,6.499143,5.242009,0.731502,5.627665,5.397456,6.26219,7.257856,3.361219,6.033094,0,0.8337,0,0,0,0,0,0.66965,0
ENSDARG00000011662,0,0,0,1.585879,0,0.874016,1.423716,0,0.757309,0,2.126386,3.186997,0.824125,0,0.934588,1.106753,2.241142,2.785689,3.613603,3.077693,0,3.127571,16.704504,4.35141,11.939045,6.54066,2.650084,3.445881,4.672911,5.185949,2.677144,2.784444,0,2.959699,0.650389,1.981672,1.518147,1.953756,4.046856,2.520884,0.731502,4.022096,2.112486,3.338298,3.583533,3.635164,1.952576,0,0,0,0,0,0,0,0,0
ENSDARG00000011665,4.441877,0.919426,3.25732,6.343514,2.941255,9.61417,10.677873,18.402388,12.874257,23.469276,58.475628,47.349678,55.216366,36.841591,44.860229,46.483616,54.907978,64.070847,78.776535,76.942329,52.174438,76.882545,36.064842,95.40863,71.003525,58.182804,87.858604,71.45237,79.780235,77.708702,56.817741,57.642685,59.147823,75.995468,80.895828,82.624748,50.343399,71.92968,52.749184,66.957954,51.30159,112.829704,103.069031,119.172157,99.671402,83.771881,77.579567,8.351614,1.6674,2.432181,0,0,0,0,0,0.852598
ENSDARG00000011666,0,0,0.651464,0,0,0,2.135575,0,0.757309,0,2.126386,0.910571,0,1.939031,2.803764,1.106753,2.241142,2.785689,1.445441,1.025898,4.696332,3.127571,0.736017,3.483497,3.232362,1.166956,0.936195,3.690419,3.272647,6.919133,0.669286,1.74364,1.074277,0,2.601557,3.540839,4.244841,3.490592,1.922896,0.763161,0.731502,5.206083,5.830502,6.601808,5.377973,1.954554,3.104229,1.391936,0.8337,0,0,0,0,0,0,0
ENSDARG00000011683,4.441877,0.919426,1.302928,5.550575,5.147197,2.622046,6.406723,7.200934,9.845019,8.940677,19.137478,19.577271,31.316744,20.359827,32.710583,27.115444,44.822838,37.6068,46.976833,29.751034,57.363857,69.238945,28.48078,60.972565,63.86377,66.937874,43.770802,50.243324,51.975746,55.23172,50.776276,36.97963,69.131012,77.774216,54.665371,55.808418,33.256229,47.401295,46.009453,42.774834,46.277493,50.405743,59.255772,53.274971,62.735886,41.008694,67.278809,8.351614,4.168499,0.608045,0.959372,0,0.513884,0.651616,0,0
ENSDARG00000011701,0.888376,0,0.651464,7.136454,7.353138,4.370078,13.525306,29.603842,15.146184,25.704447,47.843693,76.943222,40.382118,49.445293,56.075287,94.627365,90.766251,108.641869,91.785507,134.392593,135.335373,219.117203,137.139832,121.675568,228.273239,131.253479,141.583115,110.482117,126.893509,225.226913,176.967178,155.367218,283.884155,152.648438,136.328445,179.341873,100.325974,129.705154,75.33522,100.049736,173.281219,251.296097,271.519989,208.937912,60.535496,92.302917,115.640419,1.391936,0.8337,1.21609,0,0,0,0,0,0
ENSDARG00000011723,0,0,0,0,0,0,0,0,0,0,0,1.365856,0,0,0,0,2.241142,4.178533,1.445441,2.051795,6.240325,0.377135,0,3.430673,0.495201,1.9696,1.325042,0.978154,0.482037,1.813722,0.669286,1.092928,0.537138,0.986566,0.953523,0.714156,1.265122,0.559959,0.455591,0.33152,0.731502,0.616269,1.774515,1.974191,1.34583,0.336122,0.488144,0,0,0,0,0,0,0,0,0
ENSDARG00000011740,5.330253,6.43598,4.560248,7.136454,2.941255,12.236217,15.66088,13.601765,13.631566,17.881353,28.706217,35.967545,43.678616,40.719654,78.505402,90.753731,68.354828,90.534889,72.994774,73.864632,57.53558,81.095863,83.85836,80.823471,78.485756,62.729191,80.88678,78.767403,85.600609,68.532349,44.137089,84.57579,69.384758,77.236145,85.149483,83.911102,80.129898,83.153252,89.117424,72.749603,46.498615,85.956131,109.850616,104.477409,91.687218,79.689766,103.325569,8.351614,4.168499,1.21609,0,0,0.513884,0,0,0
ENSDARG00000011743,0,0,2.605856,0,0,0,0,0,0.757309,1.117585,0,3.186997,5.768874,6.786609,3.738353,9.407399,5.602855,15.321289,9.395367,8.207182,5.832909,14.074071,7.360172,15.030486,8.940729,11.597469,12.098682,8.136796,8.696494,9.767324,14.037113,10.201219,4.297107,3.946266,9.667594,8.801641,6.077932,8.219742,5.440361,12.742342,8.778029,10.330926,12.041305,14.325944,8.336659,13.557524,4.969123,0,0,0.608045,0,0,0,0.651616,0,0
ENSDARG00000011764,0,0,0,2.378818,0.735314,1.748031,0,0.800104,2.271928,1.117585,2.126386,2.276427,2.472374,5.817093,4.672941,9.407399,4.482284,9.749911,5.059043,7.181284,2.680572,8.140817,5.152121,5.846807,4.717965,3.37943,6.236363,5.402189,5.581221,3.372227,5.354287,7.416775,8.783694,4.932832,3.55508,10.099096,8.045553,11.031735,3.035142,5.442249,3.657512,8.855148,9.041561,6.676596,4.929363,6.473729,7.585208,0,0,0,0,0,0,0,0,0
ENSDARG00000011769,0,0,0.651464,0.792939,0.735314,3.496062,2.847433,3.200415,3.029237,3.352754,2.126386,4.097568,4.120624,1.939031,8.411293,13.83441,8.964568,20.892666,6.504485,9.233079,10.186173,12.510285,7.360172,4.832268,13.89274,6.904972,10.600337,5.254057,10.457351,8.208818,4.685001,7.806867,5.371383,8.879098,9.491105,6.689112,4.941995,6.981184,5.94302,6.36785,18.38398,10.152582,6.474863,12.109975,5.99747,2.626798,10.689438,0,0,1.21609,0,0,0,0,0,0
ENSDARG00000011770,0,0,0,0.792939,0,2.622046,0,0,1.514618,1.117585,1.063193,0,2.472374,2.908547,0,2.766882,5.602855,0,1.445441,2.051795,0.536114,3.826594,1.472034,3.430673,11.939045,3.79309,1.713889,1.393165,1.557637,4.15148,0,0.598588,12.227309,0.986566,2.46919,1.981672,1.203202,1.667676,2.733546,2.489725,0.731502,3.9572,2.038576,3.240459,3.492741,1.28231,3.767738,0,0,0,0,0,0,0,0,0
ENSDARG00000011777,0,0,0,0,0.735314,0.874016,0.711858,0,1.514618,0,2.126386,2.731712,1.64825,0,1.869176,1.660129,1.120571,8.357066,0.722721,4.103591,4.696332,1.508539,2.208052,2.322331,2.737161,2.722897,5.300169,4.446377,1.770774,2.418296,0.669286,2.784444,1.074277,0.986566,2.166057,5.844101,1.012098,2.930634,0.455591,1.957963,0.731502,2.481422,2.566697,3.14262,1.612857,3.572986,1.952576,0,0,0,0,0,0,0,0,0
ENSDARG00000011783,3.553502,0,0,0,0,0,0,0.800104,0,0,1.063193,1.821141,0.824125,0,0.934588,2.766882,2.241142,4.178533,2.890882,5.129488,4.160217,6.798017,3.680086,4.35141,3.466408,3.404104,3.586279,3.883234,6.230547,7.349029,0,0,1.611415,6.905965,3.599202,3.409984,2.024196,3.216713,3.135674,2.589845,1.463005,4.65471,8.682425,6.578757,5.559556,0.672244,3.905153,0,0,0,0,0,0,0,0,0
ENSDARG00000011818,0,0.919426,0,0,0,0,0.711858,0,0,1.117585,0,5.008139,0,0.969516,0.934588,4.980388,0,0,0.722721,0,1.608343,0.809516,8.720261,0.387055,0.990402,1.045519,2.650084,1.3191,2.410183,1.813722,2.677144,4.684456,3.759968,1.973133,0.9094,1.428311,0,7.398103,0.556123,0.431641,0,1.492122,2.302637,1.04754,3.765116,3.510809,0,0,0,0,0,0,0,0,0,0
ENSDARG00000011821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934588,0,0,0,0,0,0,4.04758,7.984243,0.77411,0.990402,0,1.713889,0,1.501873,0,0,0,0,0,0,0,0,0.416919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000011824,0,0,0,0,0,0,0,1.600208,0,1.117585,1.063193,1.365856,0,5.817093,0.934588,2.213506,2.241142,0,3.613603,1.025898,2.080109,4.424715,7.984243,4.110981,9.697085,4.182075,2.261237,1.148627,1.770774,2.767653,2.007858,5.725259,1.074277,14.574247,3.119579,3.118334,2.59751,1.536837,0.783918,2.158204,6.997483,1.865153,3.189894,4.362788,3.401949,4.793119,0.976288,0,0,0,0,0,0,0,0,0
ENSDARG00000011825,0,0,0,0,0.735314,0.874016,0,0.800104,0.757309,0,0,0.910571,0.824125,2.908547,5.607529,0.553376,1.120571,0,2.168162,3.077693,3.624103,3.992334,41.393253,2.322331,3.232362,6.151675,3.197431,5.713753,3.171037,1.813722,1.338572,0.546464,0.537138,4.200372,2.816446,4.838295,1.838436,1.536837,5.031838,1.757723,1.463005,1.735361,2.566697,2.09508,4.032143,1.954554,2.928865,0,0,0,0,0,0,0,0,0
ENSDARG00000011830,0,0,0,0,0,0,0,0.800104,2.271928,0,4.252773,0.455285,3.296499,1.939031,0.934588,3.873635,3.361713,1.392844,1.445441,2.051795,1.00788,2.639944,2.944069,1.014539,4.717965,6.273112,3.355931,1.563638,2.308573,2.592975,0.669286,3.383032,0.537138,0.986566,2.166057,5.391656,0.950178,5.979907,5.715225,1.426202,0.731502,3.9572,1.320304,3.021731,4.122934,3.510809,6.383823,0,0,0,0,0,0,0,0,0
ENSDARG00000011837,0,0,0,0,0,0,0,0,0,0,1.063193,2.731712,0.824125,0.969516,1.869176,0.553376,2.241142,4.178533,2.890882,0,0.536114,1.94092,0,2.656563,0,0.656533,1.325042,0.415011,0.2689,1.988401,0,0.546464,0.537138,1.973133,1.256656,1.428311,1.456227,1.119917,0.683387,0.33152,6.26598,0.308135,3.73918,0.730973,0,1.892377,1.952576,0,0,0,0,0,0,0,0,0.852598
ENSDARG00000011841,0,1.838852,1.954392,3.171757,2.205941,0,1.423716,5.600727,0.757309,6.705508,7.442352,12.292705,14.834248,14.542733,15.887998,26.008692,25.773132,29.249733,20.958895,34.880524,31.995138,39.481365,10.304241,30.7003,19.862263,33.528687,23.548561,34.370663,31.234512,35.267174,35.41848,21.703861,50.079082,23.19924,27.999414,20.751553,21.162287,27.209539,25.266119,26.873085,27.479551,31.138912,36.039257,35.034969,33.154362,34.571907,34.3834,2.783871,2.5011,0,0,0,0.513884,0,0,0
ENSDARG00000011845,0,0,0,0,0,0,0,0,0,0,0,1.365856,0,0,0.934588,1.660129,3.361713,0,1.445441,2.051795,2.551874,2.750437,0.736017,3.671103,5.969522,1.313067,1.325042,0.830023,1.232973,1.209148,0.669286,3.435156,1.611415,3.213805,1.55979,2.856623,1.456227,0.559959,0.227796,1.989123,3.657512,1.054196,0.623197,2.07203,2.595521,0,4.343564,0,0,0,0,0,0,0,0,0
ENSDARG00000011851,0,0,0,0,0,0,0,0,0,0,0,1.365856,0,0,0.934588,1.660129,2.241142,0,0,2.051795,0,1.186651,7.984243,0.77411,0.495201,4.838608,0,3.616354,0.750937,0.604574,0,0.546464,0.537138,1.973133,0.303133,0,0.253024,0.976878,2.378487,0.431641,0,1.297435,3.908166,2.290758,1.164247,0.672244,0,1.391936,0,0,0,0,0,0,0,0
ENSDARG00000011862,0,0,0,0,0,0,0,0,0,3.352754,0,2.276427,0,4.847578,0.934588,3.320258,1.120571,0,0.722721,2.051795,2.551874,5.556119,0.736017,4.35141,1.485603,6.030238,10.226294,6.965827,5.581221,7.349029,18.686333,4.632332,6.098002,4.200372,7.374893,4.969151,3.103559,5.718227,3.718529,4.116168,14.726468,5.059947,9.717504,7.649348,4.924015,3.784753,2.928865,0,0,0,0,0,0,0,0,0
ENSDARG00000011863,0,0.919426,0,1.585879,0,0,0,0,1.514618,1.117585,0,1.365856,7.417124,3.878062,2.803764,3.873635,1.120571,1.392844,4.336323,17.440262,5.76856,6.466538,0.736017,6.91417,3.466408,6.637424,3.975126,5.328123,10.736168,6.395097,4.015716,8.743423,2.148553,6.905965,4.287991,7.855713,10.457304,6.850344,5.688493,7.131011,1.463005,3.66541,7.721257,6.653546,7.786562,10.258482,11.578044,1.391936,0,0,0,0,0,1.954847,0,0
ENSDARG00000011876,0,1.838852,0,0.792939,0,0,0.711858,1.600208,0,1.117585,1.063193,3.642283,0,1.939031,3.738353,6.640517,2.241142,2.785689,10.840808,5.129488,6.77644,9.759849,8.720261,7.688281,7.950327,4.328186,7.25921,6.328619,9.188448,7.778924,17.365652,8.119612,3.949449,11.360442,5.247236,7.373329,8.422418,6.552065,5.05857,3.152766,2.92601,4.265334,12.020141,6.676596,2.146911,1.892377,0.976288,0,0,0,0,0,0,0,0,0
ENSDARG00000011885,0,0,0,0,0.735314,0.874016,1.423716,0,2.271928,1.117585,3.18958,1.365856,0.824125,0.969516,2.803764,1.106753,0,0,2.890882,2.051795,1.072229,3.937087,2.208052,2.949816,0.495201,0.388985,1.642042,1.245034,3.05951,1.383827,1.338572,1.145052,9.510313,1.973133,2.904691,2.695828,2.344485,1.953756,2.93461,1.426202,6.997483,3.584169,2.999744,1.778513,3.225714,2.96292,6.60892,0,0,0,0,0,0,0,0,0
ENSDARG00000011921,0,0,0.651464,0,2.205941,1.748031,1.423716,3.200415,3.786546,1.117585,2.126386,7.284565,11.537748,8.725639,8.411293,14.941163,19.049707,22.285511,13.008969,9.233079,17.906143,21.193975,13.136364,26.683121,23.616936,18.940775,16.059006,17.177681,24.735065,20.139223,7.362145,18.372953,17.567389,22.46678,14.517729,9.515796,16.602501,9.208819,13.232478,15.463467,14.312508,12.552764,19.667486,24.335201,31.365269,16.73221,12.15387,4.175807,0,0.608045,0,0,0,0.651616,0,0
ENSDARG00000011925,0,0,3.25732,0.792939,3.676569,2.622046,0,8.801142,5.301165,7.823092,11.695126,12.74799,14.010122,12.603702,14.018822,25.455315,21.290848,20.892666,22.404335,30.776932,20.264971,45.027893,8.832207,29.832386,33.052864,17.91993,38.066982,24.758373,28.509583,33.184631,16.732147,30.578434,22.432938,17.758196,18.590832,31.08242,24.502834,26.375702,19.430025,20.242676,17.97002,29.290106,41.014412,32.577221,41.40023,21.649685,25.68449,4.175807,0,0,0,0,0.513884,0,0.66965,0
ENSDARG00000011932,0,0,0,0,0,0,0,0.800104,0,0,1.063193,1.365856,0.824125,0,0.934588,4.427011,0,1.392844,1.445441,2.051795,4.160217,1.186651,0,1.935276,3.727563,1.944926,5.38682,2.615858,2.364337,5.360628,1.338572,4.033744,0.537138,1.973133,0.953523,1.559167,1.709251,4.59831,4.401915,2.621004,0.731502,4.200438,2.566697,7.384519,2.510077,3.572986,2.528403,0,0,0,0,0,0,0,0,0
ENSDARG00000011934,0,1.838852,1.954392,1.585879,4.411883,3.496062,2.135575,5.600727,7.573092,12.293431,3.18958,18.6667,18.130747,18.420795,29.90682,45.376865,26.893703,26.464045,28.1861,36.932316,32.552574,42.121307,14.608398,60.878761,32.24229,42.427933,42.056911,51.259121,62.026657,38.195904,36.757053,49.185108,30.490011,30.613417,48.029114,40.377544,44.776863,45.602779,44.448013,37.563984,27.16201,51.13546,59.044456,58.58746,44.903664,36.862583,41.343052,4.175807,1.6674,0,0,0,0,0,0,0
ENSDARG00000011941,0,0,0,0,0,0,0,0,1.514618,2.235169,0,2.731712,0,1.939031,5.607529,2.766882,1.120571,2.785689,2.890882,2.051795,3.688452,6.310389,17.440521,2.949816,9.697085,8.242713,6.092667,4.201838,2.79061,5.360628,0,1.145052,1.074277,4.932832,4.073102,2.695828,4.75089,2.513714,5.514161,2.952525,7.728985,4.589814,5.756591,2.509486,2.419286,7.021617,5.056806,0,0,1.21609,0,0,0,0.651616,0,0
ENSDARG00000011945,0,0,0,0.792939,0,0,2.847433,1.600208,1.514618,0,4.252773,5.91871,2.472374,3.878062,3.738353,3.873635,12.326281,1.392844,12.286249,3.077693,5.232446,5.556119,2.208052,9.664536,6.69877,10.430513,12.400878,8.159138,8.001321,16.081884,14.037113,11.346271,13.112104,0.986566,8.625827,9.38494,9.878645,10.471777,8.676567,9.789817,5.120517,11.514913,13.720744,14.912977,6.900038,4.456997,6.433556,0,0,0,0,0,0,0,0,0.852598
ENSDARG00000011948,0,0,0,1.585879,0,1.748031,0.711858,0,0,0,0,0,0,1.939031,5.607529,1.660129,2.241142,8.357066,2.168162,3.077693,2.080109,6.365635,2.208052,4.498036,1.980804,6.273112,5.38682,2.052715,4.830284,3.372227,0.669286,4.528083,5.023726,1.973133,4.767613,5.129945,2.406405,0.976878,2.023428,0.763161,1.463005,2.156943,5.059484,5.968674,4.838571,6.075429,1.464432,0,0,0,0,0,0,0,0,0
ENSDARG00000011958,0,0,0,0.792939,0,1.748031,0,1.600208,0,5.587923,4.252773,2.276427,1.64825,4.847578,8.411293,6.087141,10.085139,4.178533,0.722721,8.207182,6.905138,7.763682,4.416103,14.015946,3.466408,4.692497,5.617168,10.945469,15.038568,4.232018,9.352112,7.312527,12.733143,13.333575,10.836005,13.348286,7.601424,8.362782,5.996484,10.383898,0.731502,8.044191,8.323289,9.842267,11.476931,9.648416,8.561497,0,0,0,0,0,0.513884,0,0,0
ENSDARG00000011973,0,0,0,0.792939,1.470628,1.748031,0,0,1.514618,2.235169,3.18958,3.642283,0.824125,1.939031,2.803764,6.640517,3.361713,6.964222,2.890882,7.181284,5.232446,6.255143,8.720261,5.753005,8.940729,2.60146,5.54532,7.232708,4.190874,7.523707,9.352112,6.428095,1.611415,12.347009,7.374893,5.260801,8.298578,6.421226,4.375184,6.36785,13.263463,6.179038,9.284457,8.35727,5.020154,5.253596,9.450103,0,0,0,0,0,0,0,0,0
ENSDARG00000011999,0,0,0.651464,0,0,0,1.423716,0.800104,0,1.117585,0,1.365856,0,0,1.869176,1.106753,0,0,0.722721,1.025898,2.01576,1.563786,0,0.77411,0,1.434504,1.483542,0.489077,1.501873,4.581375,5.354287,1.74364,2.338034,0.986566,0,0.714156,0,0.833838,0.455591,0,0,0.308135,1.056243,0.730973,0.806428,1.28231,0,0,0,0,0,0,0,0,0,0
ENSDARG00000012002,0,0,1.302928,6.343514,0.735314,6.118108,3.559291,7.200934,5.301165,8.940677,8.505546,15.479702,14.010122,22.298857,21.495527,16.047916,14.567423,34.82111,33.967865,22.56975,20.929783,45.525112,26.272728,50.281643,44.208447,39.657623,36.684895,34.584595,32.061047,53.33746,55.461277,57.227371,41.264084,47.160797,27.916893,50.648533,39.199635,27.34038,27.094879,31.921495,38.548508,45.670277,65.751801,49.211334,40.214588,33.738365,32.167778,1.391936,0.8337,0.608045,0,1.410929,0,0,0,0
ENSDARG00000012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934588,3.320258,4.482284,0,1.445441,0,1.072229,1.94092,0.736017,2.029079,0,1.823489,3.672931,1.711769,2.79061,2.418296,0,0.546464,5.213207,0.986566,2.254301,0.714156,1.332387,1.536837,0.556123,0.763161,0.731502,1.297435,1.774515,1.559785,2.510077,2.900743,1.952576,0,0,0,0,0,0,0,0,0
ENSDARG00000012025,0.888376,0.919426,2.605856,3.171757,7.353138,4.370078,4.271149,3.200415,6.058474,6.705508,10.631932,24.585409,20.603121,16.481764,36.448936,33.202583,56.028549,52.928089,47.699554,47.191296,47.478107,64.758987,55.489525,59.025444,74.290108,53.589005,54.314095,60.026085,68.811096,73.382538,118.177353,74.478821,52.196331,37.997734,51.854649,52.256481,44.276157,39.050713,35.597115,44.988716,42.937523,61.596661,61.336678,76.079071,48.401752,37.808773,37.437897,2.783871,0,0,0,0,0,0,0,0.852598
ENSDARG00000012035,0.888376,0.919426,0,0,0,0,2.135575,0.800104,0.757309,4.470338,2.126386,1.365856,0,1.939031,0.934588,4.980388,1.120571,5.571378,2.890882,7.181284,9.328314,4.314222,12.400347,14.749077,7.455126,5.106156,7.965056,8.188519,6.443684,5.011271,2.007858,5.777383,10.236933,2.959699,7.628181,6.075872,8.804626,5.849067,4.428647,5.110729,16.189472,9.406522,9.527353,9.157395,12.812064,5.651896,6.120776,0,0.8337,0,0,1.410929,0,0,0,0
ENSDARG00000012039,0,0,0,0,0,0.874016,0.711858,0.800104,0.757309,1.117585,0,0.910571,3.296499,0.969516,0.934588,2.213506,1.120571,0,1.445441,1.025898,2.616223,3.182818,0,3.723926,4.222764,1.434504,2.808584,3.127277,2.364337,0,3.34643,2.888692,4.486588,0.986566,2.904691,1.267517,1.709251,2.787594,3.490733,1.857843,1.463005,2.35163,3.453955,5.749946,2.328494,4.183053,3.104229,0,0,0,0,0,0,0,0,0
ENSDARG00000012040,4.441877,4.597129,9.120496,7.136454,8.088452,13.984248,16.372738,22.402906,18.175421,30.174786,41.464535,70.113945,55.216366,57.201416,71.028694,102.374634,60.510834,125.356003,112.7444,100.537971,60.023106,117.28392,115.395157,164.978378,121.208603,81.986862,127.077324,111.010063,114.159775,71.380539,174.977203,101.805374,87.489281,109.598442,106.846046,111.052376,104.576157,112.754509,73.605843,88.008232,74.709671,141.746292,138.11554,151.478912,182.584045,115.169106,115.780434,12.527421,0,0,0.959372,0,0.513884,0,0,0.852598
ENSDARG00000012044,0,0,5.863176,3.964697,8.823766,13.110232,12.101589,11.201453,10.602329,24.586863,32.958988,40.975681,28.84437,32.963528,57.009876,49.803875,61.631405,82.177818,63.599403,78.994125,79.365868,117.790726,138.38797,86.013664,119.804321,92.343353,83.910912,68.095856,88.132233,103.033867,142.289536,91.395653,104.865532,111.093224,88.462723,89.897156,58.074009,65.745735,65.566742,79.206337,113.740273,100.98983,101.801804,105.605873,87.126366,72.516747,79.207581,15.311292,2.5011,1.21609,0,0,0,0,0,0
ENSDARG00000012051,0,0,0.651464,0.792939,0.735314,0.874016,0,1.600208,0,1.117585,3.18958,1.821141,5.768874,4.847578,6.542117,6.640517,2.241142,2.785689,4.336323,7.181284,7.183856,7.119905,4.416103,6.527115,0.495201,4.303512,3.975126,5.2764,5.636984,1.813722,0.669286,13.402655,2.685692,5.186938,1.99529,3.409984,4.430601,7.112024,1.795632,4.941648,2.194507,5.011395,4.077152,6.457868,7.615675,7.357739,6.521238,1.391936,0,0,0,0,0.513884,0,0,0
