GeneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ENSDARG00000007971,0,0,0,2.402291,3.697435,0,0,1.4435,4.743838,8.618996,20.275421,18.918171,20.477283,18.323746,23.930416,23.157862,28.760839,39.051346,28.053753,20.351851,21.4116,17.080523,22.885809,39.659302,21.287382,34.978764,35.540276,22.740822,39.491814,18.261343,22.226383,35.902306,23.222767,25.196072,23.834238,30.514688,26.451385,27.357843,27.613804,15.603144,19.936117,18.452421,9.321384,9.217125,0,0.499524,0,0,1.001852
ENSDARG00000007976,0,0,0,0.800764,0,0,0,0.289741,0,1.30093,1.703523,1.132269,1.518881,1.165422,1.369215,0.944324,2.686259,1.369146,1.808868,2.473719,2.909117,1.712937,3.200944,0.785034,1.89192,0.767554,3.549534,11.84028,1.361249,2.141745,0,1.975,1.908517,2.448213,1.708402,3.182674,3.304746,2.105953,2.834648,1.562376,0,0.280107,4.142838,0,0,0,0,0,0
ENSDARG00000007982,0,1.933264,0,0,1.848718,1.387845,3.431206,1.158964,6.323535,7.359143,27.109348,31.522762,46.902836,33.316605,25.121262,24.920639,19.801722,26.002274,29.724861,28.364115,20.142178,27.654404,18.200697,14.436214,17.048286,15.768826,20.888229,10.241897,7.741891,15.100354,10.64854,8.438331,16.259182,13.476356,7.542068,9.160615,13.30186,12.227587,12.118919,3.810681,7.492399,6.249954,3.107128,1.152141,0,0,0,0,0
ENSDARG00000007989,0,0,4.380725,4.003818,0.616239,0,4.574941,3.566533,6.118416,16.139742,27.986784,21.063007,16.666279,18.61607,25.643257,26.932919,18.369423,33.448769,33.923355,29.684446,27.58201,22.579945,29.372084,27.982126,24.344755,29.066767,26.18405,20.234741,22.087072,23.775398,24.480873,30.427645,27.512337,23.046404,23.758921,21.031273,29.615732,31.036304,37.894356,29.45339,21.673786,13.662493,12.428513,6.912844,0,1.498573,0,0,1.001852
ENSDARG00000007996,0,0,0,0,0,0,0,0.289741,1.993495,1.829517,4.904046,5.660121,6.141501,6.496389,4.685649,3.156164,7.401993,4.158677,8.331683,5.536078,7.591237,5.161439,10.657075,7.14774,5.744467,4.775754,7.228478,7.968848,11.377369,8.718854,7.669466,6.394723,6.916926,4.991064,5.061472,4.793593,8.026565,5.450802,7.725456,5.62076,4.615034,3.301801,2.071419,2.304281,0,0,0,0,0
ENSDARG00000008020,0,0,1.095181,2.402291,1.232478,0,1.143735,0.289741,4.3996,19.026432,14.160241,14.597348,8.485802,15.450566,16.958975,12.238437,17.720173,27.527258,17.052879,15.749284,20.381914,16.688601,17.162397,11.992154,12.788006,16.436077,23.280033,28.301985,42.19136,23.302645,15.399485,16.923542,19.253796,9.846855,18.916035,18.995556,19.094584,19.2393,20.253387,18.26108,8.762939,6.397034,10.357094,5.760703,0,0,0,0,0
ENSDARG00000008022,0,0,1.095181,0,0,0,1.143735,0,0.480984,5.203718,2.934493,1.906657,3.436668,2.665483,2.567723,2.267993,4.249302,4.348879,4.572236,7.035443,2.897873,2.829373,3.964216,5.702097,5.16771,11.660323,8.572193,2.676053,1.914221,3.389438,6.107002,2.279096,5.446524,5.28861,5.154814,5.939532,6.744499,5.805892,5.438538,1.937094,3.7462,3.095233,1.035709,1.152141,0,0,0,0,0
ENSDARG00000008032,1.671382,0,2.190363,1.601527,3.697435,0,3.431206,2.217878,6.5994,17.481747,23.682467,26.09837,29.015263,19.95075,37.301769,27.276711,25.96978,31.059866,37.094715,39.967293,30.827667,37.507061,29.50967,31.601454,31.528395,54.118576,39.395321,59.863338,31.965551,28.304464,27.158867,31.761108,35.684341,31.608332,30.390709,35.016502,35.146381,34.278404,42.169735,27.162199,24.074848,17.997131,10.357094,9.217125,0,0.999049,0,0,1.001852
ENSDARG00000008049,0,0,2.190363,2.402291,6.162392,2.77569,6.862411,9.730326,23.582443,62.567844,66.222702,76.324921,49.932861,54.436657,98.459457,75.468544,65.14846,108.968376,89.688393,85.857513,95.143951,76.975792,72.164177,79.316002,80.346115,84.088737,91.458488,58.042721,66.431236,62.496441,80.398315,53.285545,77.891083,63.361729,71.876282,82.662491,83.62291,89.590668,83.522728,80.694275,72.439156,42.034367,36.249828,5.760703,0,1.498573,0,0,3.005555
ENSDARG00000008052,0.835691,0,1.095181,2.402291,3.081196,4.163535,6.862411,5.589515,8.457335,12.521785,31.973722,36.823776,35.156765,34.197456,67.06736,40.611988,38.082546,44.8592,47.485329,47.808792,43.232155,28.487659,47.998093,52.246265,51.854088,32.774197,63.468491,60.191471,46.62838,34.875416,50.094337,36.793205,41.215698,41.5373,42.620087,35.554756,48.513851,43.064709,54.304016,40.820278,38.53627,26.411123,9.321384,5.760703,0,0.499524,0,0,1.001852
ENSDARG00000008057,0,0,0,0,0,0,1.143735,0,0.412611,0,0.472552,1.102344,2.611249,1.707757,4.238698,1.759169,1.930773,3.801473,1.011585,2.008755,1.9288,3.935394,0.438008,1.57333,2.32983,0.767554,1.594015,1.896403,0.340312,2.851791,2.468584,2.279096,1.441437,1.266925,2.249167,2.629418,1.461206,3.027448,1.681583,1.795784,2.475659,4.996497,1.035709,0,0,0,0,0,0
ENSDARG00000008068,0,0,0,0.800764,0,1.387845,0,3.845864,3.504819,11.46461,6.075508,7.060495,9.23144,13.57355,4.063724,7.963827,8.865855,16.94216,9.684402,11.256073,10.595259,7.861868,11.142482,8.586861,14.293557,5.893126,15.610816,7.995208,19.757238,8.36245,12.808231,17.350565,7.350274,6.478899,11.598289,8.56895,13.081311,9.889378,12.386092,5.577873,5.353024,7.752134,5.178547,0,0,0,0,0,0
ENSDARG00000008097,0,0,1.095181,4.003818,1.848718,1.387845,3.431206,3.856274,9.556048,9.391338,23.495781,44.835762,31.331957,37.774475,40.958115,37.471786,43.237152,41.160202,46.797508,49.404381,39.462292,41.369576,50.698933,40.128712,43.557037,50.446819,50.621811,60.757858,30.934341,39.223236,46.812618,56.033699,43.563705,36.533604,46.652969,48.746887,46.305332,55.183422,46.202255,36.501541,36.051437,23.389429,20.714188,11.521406,0,1.998097,0,0.919008,0
ENSDARG00000008105,0,0,2.190363,0.800764,1.848718,0,3.431206,1.158964,7.012011,23.498884,22.943884,22.373606,18.077774,19.196842,19.742037,29.150423,20.217039,34.314472,25.584341,26.644863,30.640354,27.480833,30.729301,19.268885,27.48295,33.191933,46.750507,31.279808,21.991793,28.336594,31.250345,29.641123,26.034096,23.326897,33.717724,37.071327,30.777426,21.270847,26.718374,32.054146,17.395035,11.820717,18.642769,4.608562,0,1.498573,0,0,0
ENSDARG00000008107,0,0,0,0,0.616239,0,1.143735,1.348655,0.480984,10.407436,2.688299,4.97551,4.529037,7.415679,5.286325,9.180854,3.552943,3.585335,5.592261,6.922495,7.010848,7.617989,6.117265,9.699916,3.584597,4.827009,13.590982,3.409572,3.488129,6.142007,9.567007,5.143406,7.567292,5.452778,9.39211,8.131939,7.466424,4.427837,10.285821,1.717982,2.811943,3.168773,3.107128,0,0,0,0,0,0
ENSDARG00000008109,1.671382,0,1.095181,4.804581,1.848718,4.163535,9.149882,6.363893,18.075827,24.271227,29.452272,32.20615,38.232899,47.605625,55.864338,59.981003,80.682465,81.024231,56.166946,61.890827,48.60331,56.037544,68.865601,60.937004,60.880512,60.842766,63.292393,65.524261,56.614815,59.625397,65.510757,74.048363,65.712296,64.551125,48.926567,70.097153,58.472134,67.573898,92.571388,64.059074,38.53627,38.203735,28.999863,19.58639,10.085702,1.998097,0,0.919008,1.001852
ENSDARG00000008119,0,0,0,0,0.616239,0,0,0,1.856748,1.829517,2.215747,4.289673,5.035331,3.3732,6.970017,7.608527,7.500696,5.730992,8.361225,8.758257,6.314963,5.807655,2.966416,6.356183,6.81211,5.372881,4.286097,5.72875,1.786568,3.728079,4.152031,6.090627,4.972293,5.577207,7.534832,9.239468,8.707051,9.642738,7.29397,6.263801,5.01674,4.215662,8.285675,1.152141,0,0.499524,0,0,0
ENSDARG00000008141,0,0,0,0,2.464957,0,1.143735,1.158964,2.680784,2.358104,9.089346,4.915658,10.351413,6.954095,8.907363,11.513062,9.154909,10.946209,8.448698,8.600883,10.884365,12.167422,6.99328,7.866648,14.536741,4.605327,6.408027,6.065855,5.274698,8.081423,13.241231,5.470483,11.741362,12.534874,6.678457,9.227256,10.419581,12.650103,5.463437,9.636257,7.156115,4.642849,1.035709,3.456422,0,0,0,0,0
ENSDARG00000008142,0,0,0,0,0,0,0,1.348655,3.369259,5.48855,3.899433,8.967153,11.443781,9.204187,12.427051,18.089005,14.226357,10.188992,12.92924,12.655674,11.135066,12.791012,13.683036,13.229307,14.131017,12.451299,17.117073,15.715005,17.790667,12.175947,13.579433,19.699522,15.970618,10.261673,11.229735,12.550599,18.73494,17.098022,7.452456,9.042428,5.820152,4.42223,0,1.152141,0,0,0,0,0
ENSDARG00000008153,0,0,0,0,0.616239,0,1.143735,1.4435,2.337732,5.48855,10.074122,8.550646,12.761692,9.454198,19.456553,9.483427,10.120296,10.15673,12.546792,12.146284,11.832848,15.036096,9.659274,18.160721,12.373608,10.668881,14.683814,22.639133,15.323474,10.264776,17.031628,16.985632,10.347272,13.255395,12.689646,18.054136,13.717633,12.264304,10.113255,10.527001,3.409915,6.337545,1.035709,1.152141,0,0,0,0,0
ENSDARG00000008155,0,0,0,0,0,0,0,0,1.168273,1.585761,2.914657,2.502718,6.06172,1.915453,1.799183,1.878348,3.054467,5.418703,6.573194,5.104812,5.077374,5.42262,2.944268,3.928431,3.044362,4.332391,3.169239,3.435932,2.254533,3.240324,3.371581,1.382015,4.358043,3.676346,3.469748,1.249972,3.026675,2.524825,1.60234,2.092699,0.868834,0.560215,1.035709,1.152141,0,0,0,0,0
ENSDARG00000008184,0.835691,0,0,0,1.232478,4.163535,0,0.869223,5.155262,19.026432,11.491778,17.607574,11.908668,16.07753,18.60025,22.752254,12.656738,23.497311,27.151363,19.725941,20.390982,26.846199,20.237902,23.063433,22.445597,27.3801,21.550207,23.62875,33.26149,21.535069,22.212448,20.11167,24.848537,15.416904,21.716885,23.331556,20.193451,30.144127,17.37081,14.542499,16.853312,12.233852,8.285675,4.608562,0,1.498573,0,0,0
ENSDARG00000008188,1.671382,1.933264,1.095181,2.402291,3.081196,1.387845,9.149882,5.49467,23.924309,22.92922,52.181477,60.657608,102.886642,62.433105,71.772919,75.107605,72.526901,86.450485,75.589058,79.835983,79.294609,95.316269,94.448593,74.799606,76.036125,92.243179,99.506836,111.536049,50.308907,76.893272,71.707993,83.822159,96.809296,77.157372,91.398438,119.726433,91.447372,98.291084,83.105186,72.939575,68.160408,59.222561,34.17841,16.129969,20.171404,1.498573,0,0.919008,0
ENSDARG00000008192,0,0,0,0,0,0,0,0,1.787189,0,1.683686,0,1.598662,1.457747,0.300338,3.321198,2.029476,1.720023,3.004103,2.269474,2.787052,1.856757,2.102546,3.475985,0.893165,0.767554,5.852215,1.149704,6.815951,3.965373,1.235073,2.329236,1.763044,3.504124,1.685066,8.376903,3.383623,1.479525,3.37853,3.874187,0.803412,3.52242,0,2.304281,0,0,0,0,0
ENSDARG00000008200,0,0,0,0.800764,1.232478,0,1.143735,0,1.306205,0,3.141015,5.243614,3.023959,4.246297,4.536191,6.267684,13.241422,10.37951,4.999731,10.308066,9.931209,7.481293,4.471221,13.374606,7.173713,7.922854,14.828147,4.195811,5.742662,8.909577,6.501071,12.831816,9.110934,6.00913,6.880278,4.818017,7.79793,5.651378,5.668013,3.202555,1.205119,0.560215,0,0,0,0,0,0,0
ENSDARG00000008218,0,0,0,0,0,0,0,0.289741,0.825222,0,2.914657,1.966509,2.770812,0.750031,2.244713,2.380299,2.31853,2.986375,2.692512,2.829319,0.9644,2.841586,1.088946,0.786665,2.249187,2.601227,3.238788,3.402982,0,2.571325,4.094602,2.228957,3.280793,3.878359,4.258041,2.936954,4.481187,1.766218,3.978038,3.95199,2.139375,2.107831,1.035709,0,0,0,0,0,0
ENSDARG00000008224,0,0,0,1.601527,0.616239,2.77569,1.143735,1.928137,8.179098,14.107546,28.094126,34.974518,48.22681,47.524876,36.314335,45.638599,38.108013,45.154297,45.021252,51.180096,45.644543,37.448967,47.266972,41.814072,62.460541,47.513702,75.507111,94.382294,43.05793,39.167824,51.181995,53.032173,54.145363,44.954945,48.548851,56.33601,45.02454,54.815651,45.220337,33.913437,24.149445,20.164452,6.214256,11.521406,0,0.499524,0,0,0
ENSDARG00000008235,0,0,0,0,0.616239,0,0,0.384586,1.993495,0,6.11518,2.412941,7.726361,3.830905,7.721573,7.991298,3.244339,9.239153,4.742114,8.556458,6.999324,7.461328,5.785244,11.412022,11.285717,16.114092,5.870425,5.345515,5.147046,7.167409,10.133364,3.445343,9.256408,7.428433,5.959207,6.03237,6.328726,7.168592,8.085256,6.871926,5.483868,2.034292,3.107128,0,0,0.499524,0,0,0
ENSDARG00000008237,0,0,0,0,0.616239,0,1.143735,0.289741,1.787189,2.601859,2.176075,3.575136,2.850594,2.915494,4.829419,4.073016,3.36307,10.984797,6.379992,7.827202,6.202245,5.044707,6.092014,6.164001,5.419568,8.240287,5.792354,4.195811,3.360477,3.719796,3.571739,2.987569,6.196712,6.306728,4.049948,5.114359,6.987826,8.074732,5.928076,1.859291,0.803412,3.021693,0,0,0,0,0,0,0
ENSDARG00000008243,0.835691,0,0,2.402291,3.081196,2.77569,1.143735,5.004828,20.8321,20.855949,35.47995,41.588581,52.887806,41.778519,67.284126,56.638042,33.878738,64.537216,53.651642,54.751823,44.126316,53.447983,49.090691,52.05637,65.106956,63.213348,64.151184,46.550339,38.090889,53.186359,64.992455,52.77404,61.337559,45.779053,58.730087,71.076981,60.758312,63.781284,57.113068,43.414707,46.150341,32.366917,22.785606,4.608562,0,0.999049,0,0,1.001852
ENSDARG00000008247,0,1.933264,0,0,1.232478,0,1.143735,1.928137,3.228955,6.789479,9.276031,7.210123,9.404805,9.996532,12.835769,17.59169,9.839253,11.538844,17.552965,10.150703,14.247132,13.018847,13.529651,14.815357,12.673923,22.78153,16.227072,9.144913,23.29772,10.495351,15.26288,14.074441,17.442717,12.726044,17.239962,17.512075,15.875409,16.075058,13.994122,14.945807,9.29549,4.702338,4.142838,4.608562,0,0.499524,0,0,0
ENSDARG00000008255,0,1.933264,0,3.203054,7.394871,2.77569,4.574941,5.689566,14.092395,72.202942,42.933441,39.862705,50.172203,47.063293,56.117275,87.045868,55.131828,70.999489,61.630154,68.56559,65.474846,67.257317,74.060005,100.814911,69.544937,75.861961,91.602242,110.150017,31.487597,72.183792,73.43,82.617722,68.986946,66.194122,75.044762,107.777443,71.132401,84.187325,72.493996,57.752388,62.340256,34.534237,21.749897,11.521406,10.085702,1.998097,0,0,0
ENSDARG00000008278,0,1.933264,0,0,0.616239,0,2.287471,1.543551,5.98167,17.44067,8.557285,12.422586,12.841474,16.450607,29.204023,19.919262,35.256573,15.684869,19.274096,18.590651,26.841709,24.143345,27.913576,31.994947,20.334003,27.42915,31.420591,20.258718,16.642076,20.03784,22.681005,26.875839,21.753412,21.780426,25.292391,30.949665,20.785671,21.326254,25.345371,20.990496,16.320761,12.573448,10.357094,5.760703,0,0.999049,0,0,0
ENSDARG00000008279,0.835691,0,0,0,0,1.387845,0,1.348655,1.787189,0,5.809478,2.740897,5.635208,2.873179,9.842344,6.295156,8.026732,9.925838,8.032753,7.683003,4.162623,7.894045,6.417279,8.129848,4.73722,5.594563,7.24727,6.858684,4.296406,5.294526,11.889738,2.987569,6.931229,6.095715,3.733376,11.392448,5.62019,9.053999,6.906009,3.95199,3.811622,5.497223,4.142838,2.304281,10.085702,0,0,0,0
ENSDARG00000008287,0,0,0,0,0,0,0,0,0.618916,3.130446,1.723359,1.936583,1.851809,2.457788,2.887888,2.52816,1.582593,3.53378,2.812012,2.778864,4.781697,2.381781,2.359223,1.772035,3.264034,1.509482,3.090585,1.896403,7.368923,1.735449,2.470146,1.366806,2.160964,1.027067,1.708402,2.087357,2.552076,2.019837,2.431323,2.530923,1.672247,1.547616,0,1.152141,0,0.499524,0,0,0
ENSDARG00000008292,0,0,2.190363,0.800764,3.697435,0,1.143735,4.530602,12.446696,34.637585,31.127798,41.768135,32.79866,31.989679,55.013641,41.921913,43.368855,51.12915,45.279621,52.629025,48.53307,43.532139,42.692459,39.396107,45.914169,43.436321,61.29464,51.458992,48.106728,47.26757,49.765385,59.034473,46.050358,46.1306,50.237598,58.274292,53.289162,55.443279,48.776287,48.873539,38.994225,34.047562,16.57135,13.825687,0,0.999049,0,0,1.001852
ENSDARG00000008310,0,0,0,0.800764,1.232478,2.77569,0,0.579482,2.544038,0.528587,6.794254,4.469226,5.354456,4.661688,12.22522,5.790967,9.937957,8.672454,9.362994,8.8424,4.462974,6.866624,8.231958,6.554888,8.619051,13.664423,8.840703,8.398212,12.35566,5.048949,5.055028,7.087987,5.797096,6.757548,10.480877,10.373195,8.983761,8.553627,8.3345,7.59277,6.156437,4.702338,2.071419,1.152141,0,0,0,0,1.001852
ENSDARG00000008333,0,0,1.095181,7.206872,3.081196,4.163535,6.862411,4.15122,21.654949,28.661526,45.149189,39.653225,39.658195,48.555599,65.994301,46.20924,41.857883,50.557613,40.726357,47.086899,46.839054,51.949947,44.203468,43.268848,43.375713,61.44651,52.939613,36.618732,41.621662,34.508041,40.348793,37.635635,38.769932,41.850163,34.508736,34.289783,43.083408,46.447247,46.081326,37.095371,37.65826,28.004175,11.392803,11.521406,0,0,1.280159,0,0
ENSDARG00000008359,1.671382,0,1.095181,1.601527,1.848718,0,2.287471,0.289741,6.874079,6.260892,16.808868,24.191711,23.778961,13.577428,29.587225,39.747841,40.617554,41.314869,31.835148,40.720665,32.135494,31.70599,38.02721,33.110615,32.865997,28.399515,54.071194,29.936611,85.458984,29.178553,40.013592,30.132574,27.297703,27.681234,37.673496,33.877197,43.048656,45.380585,36.736885,32.111328,23.009748,20.899849,14.499931,4.608562,0,0.499524,0,0,2.003703
ENSDARG00000008363,0.835691,0,3.285544,5.605345,3.081196,4.163535,2.287471,7.033016,13.474665,28.132938,22.697691,42.217018,51.209362,37.474396,42.592361,44.550892,38.293404,74.346138,38.36454,47.052082,44.98267,41.423748,40.786224,48.839996,46.174355,68.36882,52.16972,48.445835,52.1581,41.906025,46.912102,35.43417,32.278515,33.299126,38.903904,52.097446,39.202431,39.487297,45.935081,31.552414,25.821692,25.245256,23.821316,19.58639,10.085702,0,0,0,0
ENSDARG00000008370,2.507073,7.733054,7.66627,1.601527,0,1.387845,8.006146,5.774002,15.881956,23.172976,47.976341,50.556961,42.005527,40.309135,33.874901,43.576653,39.677635,39.517353,52.087109,52.460697,50.430355,49.909744,46.178024,39.533249,53.640236,44.05687,51.29406,46.604988,27.48914,36.553326,60.492973,39.764309,51.489044,41.446083,43.317093,61.343544,48.505821,53.279861,55.521099,39.081676,36.724007,27.944687,24.857025,13.825687,10.085702,1.498573,0,0,3.005555
ENSDARG00000008377,0,0,1.095181,0,1.848718,0,1.143735,2.022982,5.705805,7.561822,13.973556,15.01508,18.264942,18.327623,18.224785,17.930845,14.147682,22.620108,21.744127,24.324945,26.152397,24.72051,19.581982,26.300028,22.473263,22.42275,24.322107,26.44512,11.495032,20.543919,28.265268,29.697447,29.946184,23.315105,21.437822,27.7446,24.708078,26.652281,24.97336,21.273115,24.280289,16.656082,13.464222,11.521406,0,0.499524,0,0.919008,0
ENSDARG00000008380,0,0,1.095181,3.203054,0.616239,4.163535,4.574941,4.335706,16.156635,32.361637,29.591125,30.834475,19.742414,26.404825,27.940344,42.099461,32.652813,49.477242,50.537548,44.179485,44.815628,44.662281,41.587162,50.987587,38.562397,28.817251,44.769596,44.393635,38.581802,37.073845,44.94632,30.645,50.827805,49.187275,35.707737,31.715811,59.39864,47.421783,45.47287,43.733891,27.830221,24.408216,7.249966,10.369266,0,2.497621,2.560317,0,0
ENSDARG00000008383,0,0,2.190363,0,1.232478,0,2.287471,2.59726,10.039405,2.601859,18.532227,14.270617,18.982975,22.239281,35.31126,23.98988,27.868509,28.07498,22.975348,28.225925,22.545498,23.149359,29.193855,28.585741,23.883154,25.772661,21.21273,46.817795,8.975487,22.308735,30.018518,29.097023,25.121748,27.472063,28.916327,25.511751,25.51288,29.424715,31.536215,27.303509,26.223396,17.864103,8.285675,4.608562,0,0.499524,1.280159,0,0
ENSDARG00000008395,0,0,0,1.601527,0.616239,1.387845,0,0.579482,0.274678,0,2.954329,5.779823,2.437884,1.707757,4.80114,2.52816,4.854014,2.444979,3.538438,3.665493,3.460169,4.258502,3.920471,3.802376,5.923282,19.977491,6.649223,2.669463,2.935158,3.368914,9.290798,2.394585,4.824436,2.486058,7.051527,3.092626,2.729913,5.797518,7.166211,2.827838,3.008209,4.289202,2.071419,1.152141,0,0,0,0,0
ENSDARG00000008396,0,0,0,0.800764,0,0,2.287471,0.579482,1.71763,4.18762,5.809478,6.375884,8.926116,4.538621,4.984565,6.944968,6.844871,11.30131,7.370476,7.437904,6.452946,9.576603,4.47757,9.113587,9.792103,12.05919,16.255751,4.579046,3.403122,7.536054,16.69799,3.84972,7.426586,4.349074,9.996609,9.855557,9.914268,11.388872,6.933474,6.99894,4.549612,2.32845,1.035709,1.152141,0,0,0,0,1.001852
ENSDARG00000008403,0.835691,1.933264,1.095181,0.800764,1.232478,1.387845,2.287471,1.058914,2.612411,18.254089,11.205912,22.672861,14.800669,11.038888,20.276833,20.58161,19.986631,18.493692,11.590294,15.837,11.609307,14.719572,14.040309,11.084327,19.855236,15.890204,21.125555,20.06477,14.057221,14.024984,13.968939,25.631958,16.825396,11.727821,10.462852,20.141495,14.323241,18.803795,12.888429,10.604804,14.517671,16.43218,10.357094,4.608562,0,0.499524,0,0,0
ENSDARG00000008407,0,0,0,0.800764,0,0,0,1.538346,1.787189,0.528587,2.156239,2.204688,4.27589,4.538621,5.283481,5.304978,7.2126,5.20889,5.164766,4.486057,5.011808,4.000614,4.202398,7.145782,5.886579,10.867142,9.601293,5.325746,1.701561,9.679998,9.625998,5.181595,6.814033,3.445489,4.026612,5.682617,9.208396,5.730514,8.477623,3.732878,4.951318,3.37534,1.035709,1.152141,0,0,0,0,0
ENSDARG00000008423,0,0,3.285544,1.601527,0.616239,0,1.143735,0.964069,1.444138,4.431376,13.461331,25.35268,18.251139,18.531441,50.869106,13.854381,33.498215,14.705188,14.17312,15.626745,10.981166,9.482498,13.605813,10.822104,15.755169,20.616911,14.258579,46.171875,7.66659,10.688199,13.833897,22.662857,17.621235,15.93257,16.18532,17.979092,18.349968,24.507359,20.028906,13.008714,24.420307,37.475826,33.1427,13.825687,10.085702,0.999049,0,0,0
ENSDARG00000008434,0,0,0,0,2.464957,0,0,2.307519,3.713497,5.203718,8.064898,10.545855,5.728792,8.538786,7.064258,6.776509,8.387407,10.875992,6.71664,10.314105,7.534738,6.126304,7.443985,15.663255,11.240522,3.564836,13.739186,7.006047,22.414425,9.376247,9.809097,7.522781,7.848015,9.291398,9.261259,7.913434,7.211101,7.929564,6.54423,6.419406,6.558143,4.789929,5.178547,5.760703,0,0,0,0,0
ENSDARG00000008447,0,0,1.095181,0,1.232478,1.387845,0,0.579482,2.406106,3.902789,4.411658,7.03057,6.488232,8.454157,9.98327,8.282385,15.271377,11.620242,7.330272,9.285714,8.264354,12.144795,11.45505,9.625635,7.331917,31.287996,25.060036,10.065334,24.115988,3.056319,5.837041,6.74896,10.976871,6.394208,6.40132,6.932589,8.498468,11.188296,8.634964,8.137388,4.147906,4.656901,2.071419,1.152141,0,0,0,0,0
ENSDARG00000008454,0.835691,0,0,0,0,0,1.143735,0.289741,2.337732,0.528587,2.461941,1.996434,5.021528,3.996286,5.323137,4.146342,3.612068,3.279371,4.942646,7.160439,6.236256,3.495554,3.038107,4.719989,5.991988,5.568936,4.874456,1.519759,3.27547,6.15977,3.698971,4.200698,8.386641,4.301281,3.618624,2.936954,7.987821,5.239487,3.235407,1.859291,3.811622,2.107831,2.071419,0,0,0,0,0,0
ENSDARG00000008461,0,0,0,0,1.232478,0,1.143735,0,1.0999,1.829517,4.61818,3.277106,1.251931,4.580936,2.265963,0.610831,1.313566,4.565017,6.012426,3.099629,0.501402,4.927975,1.886921,3.734619,4.157199,2.302663,3.169239,5.332335,3.828442,3.892196,4.806812,1.975,3.747874,8.638514,1.708402,1.893276,3.818088,4.412483,3.030831,1.265462,0,0.280107,0,0,0,0,0,0,0
ENSDARG00000008480,0,0,0,5.605345,1.232478,0,3.431206,2.607669,4.742651,15.611155,21.792259,17.398096,20.980543,26.366388,19.598267,21.501911,17.879438,50.141895,22.957977,30.219059,23.446829,27.765718,20.863997,38.348194,28.717289,35.333134,43.394897,37.424286,14.250467,22.201231,23.709673,29.706472,30.189096,29.986914,37.523697,30.847666,30.928486,27.258625,27.615223,21.590651,10.706049,11.70174,7.249966,2.304281,0,0.499524,0,0,0
ENSDARG00000008487,0,0,1.095181,0,0,0,0,0,0.480984,1.057174,1.191298,2.740897,0.586075,1.207737,0.298916,4.185322,6.634013,2.686737,3.872242,3.869738,2.285649,4.860959,4.994025,4.653536,3.580442,4.306763,2.363127,4.955691,3.445484,3.210956,2.013962,5.751599,3.357105,4.981116,5.184422,7.369599,3.263308,2.392646,5.101658,4.99834,1.606825,3.154721,0,1.152141,0,0,0,0,0
ENSDARG00000008490,0,0,1.095181,0,0,0,1.143735,0,1.650443,1.057174,2.688299,4.081419,7.379631,3.830905,3.467314,6.776509,5.91057,5.998369,7.331383,3.706346,7.686141,7.188564,3.294784,6.819718,4.368198,14.28042,7.946832,0.753289,16.279099,3.824541,5.982894,2.228957,3.893347,6.027132,4.188035,3.827751,6.364861,7.609798,5.636004,3.95199,4.615034,3.655448,2.071419,5.760703,0,0,0,0,0
ENSDARG00000008494,0,0,0,3.203054,1.848718,1.387845,4.574941,2.123033,9.209439,13.050371,16.868376,24.399965,32.545513,29.939528,29.126133,28.466448,30.708593,29.743448,27.616217,31.04809,26.444,16.96825,22.88485,26.277521,28.692886,19.683479,24.673923,17.556305,32.155544,29.901476,27.748407,30.878902,22.330858,20.312332,17.545912,24.547941,19.389984,24.369057,29.871277,20.148964,19.936117,18.718477,12.428513,3.456422,0,0.499524,0,0,0
ENSDARG00000008502,0.835691,0,1.095181,3.203054,4.313674,2.77569,8.006146,5.779206,21.310711,47.687958,47.936668,45.520374,39.113529,49.482643,49.873215,57.510227,44.615765,76.809456,57.513222,53.122746,46.048584,55.878613,52.548454,62.817242,48.341099,74.889252,96.535805,76.331635,51.350105,48.398205,51.234734,57.645771,48.597649,46.551628,49.612656,52.613049,56.370663,50.713589,49.774265,50.874138,42.740425,22.580492,16.57135,17.282108,0,2.497621,0,0.919008,0
ENSDARG00000008541,0,0,0,0,0,0,0,0,0.618916,1.30093,0.492388,1.906657,1.678444,1.500062,6.826248,2.917805,7.36995,1.70073,3.301923,5.482051,4.659632,1.852297,1.708285,1.180813,4.148526,8.564478,2.372231,3.046108,2.467193,4.488018,1.816927,3.846461,5.946649,2.880136,3.037461,4.998114,2.057425,4.390148,1.81517,2.608726,1.205119,1.680645,0,0,0,0,0,0,0
ENSDARG00000008542,0,0,0,0,0,0,1.143735,0,0.206305,0,0.984776,2.442867,1.93159,1.707757,3.337684,3.717716,1.701323,1.642849,3.520446,2.549396,1.454559,5.640579,4.127053,1.773665,0.803849,1.782418,3.558638,1.909583,1.020937,2.603454,3.050438,1.316666,2.737401,3.98384,2.048309,2.718449,3.645641,4.71453,2.525929,2.092699,2.073953,2.254911,2.071419,0,0,0,0,0,0
