GeneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ENSDARG00000001057,0,3.866527,0,3.203054,1.232478,1.387845,0,2.312723,15.674465,7.846653,26.656633,27.229412,34.754822,22.700863,53.992245,39.248131,30.730053,36.490906,40.379269,42.940819,40.361164,37.645252,28.84334,40.383755,44.447693,43.762718,31.244293,36.513294,34.782764,39.828541,37.175808,30.479374,40.022629,33.008636,33.92963,44.516468,41.615532,42.829666,29.872561,29.035786,24.952856,21.123751,15.535641,12.673547,0,2.497621,0,0,0
ENSDARG00000001129,0,0,0,3.203054,0,0,1.143735,0,0.618916,0,3.180687,3.783389,2.278321,4.580936,3.31359,2.109833,11.428901,1.146682,6.34623,3.687143,4.124218,4.510134,3.200944,7.671206,4.116341,2.549973,3.498194,16.392965,2.807505,4.637132,7.017808,5.027917,3.278409,4.55014,3.330698,7.564698,3.473194,3.250359,1.950039,0.593829,2.541081,5.497223,0,0,0,0,0,0,0
ENSDARG00000001162,0,1.933264,0,0,1.848718,0,1.143735,1.4435,4.469159,11.749442,14.958332,18.79847,19.183945,18.450689,17.782101,17.50222,21.949926,26.806526,24.021805,25.899988,29.197599,22.445282,25.513853,19.800505,21.792171,36.516079,26.977188,30.594803,43.830582,13.221873,27.433514,24.107296,32.684273,25.196968,22.460136,26.985052,27.619829,32.368298,28.711241,21.025412,18.730997,13.855009,9.321384,1.152141,0,0,1.280159,0,0
ENSDARG00000001210,1.671382,0,2.190363,5.605345,0.616239,6.939225,1.143735,4.330501,15.883142,40.126137,39.379383,42.30312,32.864639,24.781696,36.238499,45.55582,44.737541,70.485817,49.275318,40.791435,41.596256,54.966454,55.070923,40.786385,56.775745,63.974144,63.883839,73.029884,57.986053,56.410408,55.878635,54.089451,52.133633,64.16584,50.767445,64.139793,60.620487,50.763958,59.481071,53.468571,43.889294,24.247086,16.57135,13.825687,0,0.999049,0,0,0
ENSDARG00000001220,0,0,0,0.800764,0.616239,4.163535,1.143735,0,5.157634,0.528587,9.522225,3.84324,4.702403,4.45787,5.415955,9.939547,5.214689,6.552417,14.473785,7.27094,8.643691,13.288948,12.055895,9.959854,11.691442,4.528445,10.068763,17.939085,4.934386,10.95706,11.315694,13.043405,9.615827,5.144337,8.979606,13.633704,13.136106,13.0359,6.972454,2.842134,1.27054,4.42223,1.035709,3.456422,0,0,0,0,0
ENSDARG00000001241,0.835691,0,3.285544,6.406108,3.697435,0,14.868558,6.653634,36.093952,60.168667,88.360336,99.533989,86.338524,99.126785,149.200363,106.261375,123.678627,115.467751,109.986107,122.214462,101.212608,100.261215,122.442497,143.001038,116.109268,171.420319,159.812485,144.082352,197.150833,84.946007,113.403221,147.778168,109.688904,113.28595,125.195328,134.886627,134.085739,136.707184,128.587143,101.726013,72.850037,51.778637,38.321247,21.890671,0,2.997146,1.280159,0,0
ENSDARG00000001244,0.835691,0,3.285544,5.605345,6.162392,2.77569,11.437352,7.033016,37.534534,89.643608,97.231483,112.819519,115.502579,97.711357,143.015945,107.142632,150.65451,92.671005,153.699203,127.894798,120.955414,136.019897,152.248428,116.978561,141.492935,207.716919,211.221817,149.611023,104.102692,104.071762,141.188995,201.942993,138.739105,140.807846,127.362869,153.215698,158.793884,148.473587,137.932617,118.170685,95.728943,67.829071,48.678341,29.955656,20.171404,4.995243,2.560317,0,0
ENSDARG00000001249,0,0,0,0,0,0,0,0.964069,0.755662,0,1.477165,2.472792,2.850594,1.957767,1.967047,2.443326,1.989899,1.375472,2.058043,2.687566,4.560055,0.653969,2.762936,0.983739,3.576105,2.302663,0.657909,4.713229,1.914221,0.689523,2.794413,2.698681,1.836973,4.031632,3.261654,1.624149,1.469204,2.476397,3.805471,1.640179,5.082162,0.987402,1.035709,0,0,0,0,0,0
ENSDARG00000001285,0.835691,3.866527,4.380725,6.406108,8.011109,15.266295,13.724823,8.29203,53.420048,41.468143,140.363281,136.830444,160.056412,118.731606,187.184006,169.595612,197.944214,190.443497,171.502731,180.570618,132.434296,173.693237,162.589005,265.850159,173.610764,235.735321,213.979355,209.534134,217.195755,163.329636,170.609924,249.537445,193.875504,191.880615,217.263336,210.49971,198.313431,241.194031,189.454117,210.625534,103.41761,101.253647,45.571213,26.499233,0,4.495718,1.280159,1.838017,0
ENSDARG00000001313,0,0,0,0,1.848718,0,0,0.869223,2.473293,3.130446,10.773032,18.530365,8.832532,12.827397,21.179268,21.788317,19.243162,12.817847,15.841121,24.525639,17.316721,17.296684,17.46633,22.680374,19.741154,34.110905,19.887808,29.572691,53.005768,21.063879,17.104677,18.967148,22.816,12.199483,20.55715,9.89853,18.637371,20.002636,22.412994,14.274176,13.508818,8.711432,12.428513,2.304281,10.085702,0,0,0,0
ENSDARG00000001414,0,0,0,0,0,0,0,0,0.618916,8.862751,1.723359,2.979076,3.10374,1.957767,5.607913,4.803027,2.627133,2.254777,2.356974,1.835761,2.920361,1.720689,1.088946,4.130398,1.140686,2.0041,3.039828,1.526349,0.893284,3.111733,2.010838,2.279096,3.824186,1.266925,2.272502,2.449322,1.213881,1.060654,2.16415,3.796385,5.754731,3.743039,0,2.304281,0,0,0,0,0
ENSDARG00000001549,0.835691,0,4.380725,1.601527,0.616239,0,2.287471,1.153759,4.469159,11.220855,12.004003,14.866678,13.29559,18.1968,11.42832,17.122873,13.004918,22.543249,21.591618,17.106897,15.857489,22.32535,20.135017,25.429296,25.880844,27.158419,28.816853,30.640932,13.952235,18.384411,19.374542,20.993542,26.802017,15.46375,24.117649,10.814768,19.625313,24.073019,18.133209,20.198174,14.84478,14.901898,11.392803,3.456422,0,0.999049,1.280159,0,0
ENSDARG00000001557,0.835691,0,0,1.601527,0.616239,0,0,0.384586,2.337732,1.30093,10.753196,5.958151,10.164245,6.954095,19.399912,11.000812,11.999475,16.828815,16.683092,14.133399,12.824409,14.425349,14.655994,17.829437,14.858741,20.623667,19.948252,7.631743,25.009272,13.814934,13.968816,13.020424,12.534817,12.882107,12.930902,16.195463,11.551921,23.60475,11.88119,11.120831,15.05022,7.030788,6.214256,5.760703,0,0,0,0,0
ENSDARG00000001558,0,0,0,4.804581,7.394871,1.387845,2.287471,3.761429,18.76786,18.295166,35.055229,33.813549,41.312069,32.651203,44.662098,50.437996,39.519806,51.680779,50.901157,65.318153,42.357708,47.270077,57.00008,53.477875,45.56884,64.59816,61.97908,51.399681,68.064232,53.930096,56.404621,42.035637,59.135391,42.657215,46.207771,60.354034,50.798573,57.864574,51.103184,49.821465,44.814377,32.559433,18.642769,9.217125,0,1.498573,1.280159,0,0
ENSDARG00000001578,0.835691,0,0,2.402291,1.232478,1.387845,1.143735,0,4.812211,8.334165,8.104569,7.954586,8.738948,10.619619,16.677044,9.693104,13.529997,18.388481,17.929459,14.890334,12.824409,13.312204,11.906163,17.769835,14.277465,14.65366,23.280033,23.009188,16.226748,10.913251,12.857973,14.086391,13.125557,10.077661,12.178489,9.343501,16.65613,14.410311,13.043791,12.089378,12.574561,6.264006,6.214256,4.608562,0,0,0,0,0
ENSDARG00000001621,0,0,0,0,0.616239,1.387845,0,0,2.131427,4.716208,9.089346,7.834883,11.270416,10.619619,10.996929,11.589835,9.930902,17.98214,14.15202,18.053581,14.617723,11.950631,11.961646,15.332625,13.510139,13.986408,16.778431,12.580844,13.546895,18.502594,19.869534,10.814447,15.129128,12.152637,12.871684,15.155592,12.40352,16.511534,12.926265,7.607065,6.156437,6.130978,4.142838,0,0,0,0,0,0
ENSDARG00000001637,0,0,0,0,0,0,0,0.674327,1.237832,0,6.627405,6.107779,7.979508,5.204023,6.65554,7.885866,4.735762,8.856331,7.48749,8.295749,4.921577,6.543516,3.585754,4.518022,3.758894,6.362118,5.003868,5.473109,1.020937,4.891552,6.560062,4.165767,9.541899,9.003748,6.305388,9.41753,6.7405,7.417596,9.396806,5.514366,5.418447,2.254911,1.035709,2.304281,0,0,0,0,1.001852
ENSDARG00000001676,0,0,0,0,0,0,0,0.289741,2.131427,0,1.949717,4.141271,2.597447,3.3732,4.513519,3.766996,4.886058,6.062576,5.383289,4.960613,4.097057,7.364561,7.431288,10.096999,7.16504,3.487955,3.706841,7.362922,12.483313,2.346273,4.490233,6.040487,5.041453,6.00913,4.197861,9.574219,4.43575,6.443058,4.460605,5.903379,1.672247,4.362742,4.142838,1.152141,0,0.499524,0,0,0
ENSDARG00000001729,0,0,1.095181,0.800764,0,0,2.287471,2.123033,6.874079,4.431376,13.481168,18.85832,12.043658,14.908231,18.318317,19.829769,16.485762,15.595042,19.274096,16.139698,23.945734,17.791958,23.480305,25.563507,24.62916,31.917509,29.159563,19.164118,18.215986,24.77879,18.977348,16.418886,18.600359,23.534172,22.480881,28.235779,20.805754,28.473906,26.857092,21.244524,16.657045,11.554661,14.499931,9.217125,0,0,0,0,0
ENSDARG00000001734,0,0,0,0,0.616239,0,1.143735,3.276792,2.406106,11.220855,2.934493,6.047928,7.753966,7.411801,7.069946,4.803027,6.239201,11.020649,7.513923,6.016663,4.530717,5.365152,6.504771,10.806121,8.821377,13.886105,12.154275,8.525806,2.807505,4.029069,3.244349,6.74896,9.692139,3.993788,4.72349,7.603107,6.118839,5.303268,16.107914,6.638518,2.073953,6.778783,3.107128,2.304281,0,0,0,0,0
ENSDARG00000001754,0,0,0,0.800764,1.848718,0,3.431206,3.087101,3.988175,17.969257,14.465944,17.667425,16.173788,15.785206,16.604843,11.562364,20.256617,19.370895,23.10751,21.16526,18.441591,19.922108,21.208164,17.437248,17.731888,17.901062,28.812983,25.02705,21.118488,12.18423,19.76705,13.767086,16.072824,18.805601,17.089327,17.694962,19.348604,20.399174,21.536777,11.028732,9.164646,6.764732,5.178547,3.456422,0,0,0,0,0
ENSDARG00000001760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525895,0,0,0,0,0.197074,0,5.519887,0,10.690576,4.90173,0,0,0,0.323991,0,0,0,0,0,0,0,0,0.707294,0,0,0,0,0,0,0
ENSDARG00000001769,0,0,1.095181,0,1.232478,0,2.287471,0.869223,2.131427,0.528587,10.654016,6.286107,8.232655,9.288816,6.652696,9.60948,13.213861,10.075964,14.285914,13.357261,13.800053,11.13617,11.82406,10.094064,12.004586,19.951864,14.874252,8.761678,15.503478,11.985224,18.668579,11.995904,11.496067,12.995693,10.83333,14.754201,14.442253,14.407946,11.239999,10.215791,7.557821,5.203064,8.285675,2.304281,0,0,1.280159,0,0
ENSDARG00000001777,0.835691,0,0,0.800764,0,0,0,1.448705,7.975165,15.408475,19.53684,24.221638,28.814291,26.701027,36.189602,45.862003,23.790009,32.961029,42.267075,24.976078,26.235777,35.487148,42.747799,34.296646,21.06011,26.906698,33.065948,49.872879,49.115269,33.970322,34.687164,44.075985,32.876076,26.988663,36.689526,35.750874,37.778698,45.163681,36.223171,29.47401,33.052402,17.90954,13.464222,4.608562,0,0.999049,0,1.838017,0
ENSDARG00000001788,0,0,1.095181,0,0,0,1.143735,1.25381,3.093395,3.943865,13.254809,7.656555,10.989664,9.78496,9.203435,11.775466,11.093695,17.46067,9.140251,13.884719,14.746638,11.645691,15.576305,8.982639,15.722622,11.513317,17.793774,15.142029,10.209084,9.536406,10.274531,6.733751,11.503219,13.235551,13.972997,8.697407,12.688284,12.999183,10.285821,14.026472,5.01674,7.531515,5.178547,0,0,0,0,0,0
ENSDARG00000001829,0,0,0,4.003818,4.929914,0,0,2.892205,7.906792,15.937062,22.924049,36.225266,25.592396,15.619824,18.189396,33.267056,27.025379,29.292194,28.882797,36.707851,34.260952,29.78581,32.541836,24.664488,35.752155,27.555079,44.297089,42.333847,23.107727,30.940683,32.804996,31.137373,38.776394,29.821953,27.164637,36.145668,31.584978,38.630863,34.361187,26.398468,29.493294,16.817213,17.607059,6.912844,0,0.499524,0,1.838017,0
ENSDARG00000001873,0.835691,1.933264,3.285544,1.601527,1.848718,1.387845,1.143735,1.928137,6.394281,25.53108,22.530842,27.319189,36.571289,27.904886,45.590683,31.443832,44.684036,36.588547,30.047157,37.017879,41.456696,32.304287,27.572655,35.398609,44.724316,32.034477,57.172249,38.878601,70.465828,16.882298,37.006645,60.395176,39.057117,27.694866,32.588688,40.473522,38.806892,26.884537,39.157391,27.770325,27.755627,19.48526,17.607059,9.217125,30.257107,2.497621,0,0.919008,0
ENSDARG00000001879,0,0,0,0.800764,1.848718,0,0,1.153759,1.237832,0,4.638016,6.405809,6.235085,5.869424,4.3485,10.046189,4.557906,5.66046,7.783577,11.026606,6.577188,7.048576,7.568874,8.581967,5.16771,9.509217,16.041868,16.252193,13.631902,10.764773,5.981332,10.844866,5.811399,10.338309,12.667274,10.516654,14.690883,11.299111,13.050762,19.993359,19.459814,9.772374,13.464222,6.912844,0,0.999049,0,0,0
ENSDARG00000001888,0,1.933264,0,0,0.616239,1.387845,0,0.289741,0.206305,0,2.688299,2.204688,3.197324,2.78855,4.084973,6.934669,1.27399,3.420753,2.30833,3.910591,4.006826,2.195369,2.409317,4.127136,2.40739,0.767554,4.536397,9.796514,1.020937,2.437213,2.013962,1.87472,2.663472,2.226356,1.39183,2.796284,0.756669,4.171853,2.242111,1.640179,1.672247,1.768236,3.107128,1.152141,0,0,0,0,0
ENSDARG00000001889,1.671382,0,1.095181,0.800764,0.616239,0,0,0.869223,4.879398,4.431376,10.900209,10.069496,6.554211,7.99645,15.851946,15.768284,10.78557,14.722063,15.078712,15.030941,18.312954,17.247509,18.003975,20.11515,21.66254,15.700908,15.809194,60.217373,8.942832,11.226482,14.066615,21.251678,13.831469,22.963556,14.848359,26.975664,18.177378,13.153696,18.300785,8.278697,3.877043,4.082634,2.071419,3.456422,0,0.999049,0,0,0
ENSDARG00000001890,0.835691,0,1.095181,0.800764,2.464957,2.77569,0,1.25381,3.231327,13.822714,13.874375,7.92466,16.080204,12.412005,18.015135,15.83252,13.839079,21.28713,17.249813,13.300777,16.384155,17.886063,16.627304,17.959082,19.527073,52.529869,19.549166,27.601414,8.975487,18.659992,17.095304,15.033612,17.145308,21.37019,18.234591,24.869463,16.013025,29.88492,17.913408,17.462435,14.050542,18.658989,6.214256,0,0,0,0,0,0
ENSDARG00000001897,0,0,0,0.800764,0,0,0,0.289741,2.406106,5.732305,7.719522,6.137705,7.806143,4.288611,9.388282,8.517295,10.693442,7.006089,5.164766,5.026688,8.765757,11.339255,3.832979,2.74925,8.761163,4.332391,9.957561,7.235329,3.913449,6.895862,6.302474,3.241526,4.936864,8.253488,8.106169,7.488635,12.193633,9.020926,10.710197,8.716922,8.5575,7.030788,2.071419,1.152141,0,0,0,0,0
ENSDARG00000001915,0.835691,0,2.190363,3.203054,0.616239,2.77569,4.574941,3.856274,10.105406,7.88773,24.242523,19.277279,15.518702,22.981556,19.6444,30.993399,27.790792,53.127117,45.954426,38.848923,41.116604,31.132957,35.293953,43.515087,44.035984,41.200634,32.336742,29.734144,42.240791,32.130764,53.692387,33.141121,45.000736,41.128113,29.779142,32.611465,46.916039,41.244801,43.580574,19.399529,17.189596,14.310298,8.285675,6.912844,0,0.499524,0,0,0
ENSDARG00000001930,0,0,0,0.800764,0.616239,0,0,0,0.412611,3.902789,0.738582,0.834239,0.332928,0,1.068877,5.435667,0.69636,1.108095,0.744418,1.279499,0.953156,1.287972,1.132692,0.394148,1.89192,6.287442,1.315818,1.129934,0.340312,1.247694,2.13807,2.075279,3.711757,3.004565,1.731737,1.237759,2.394321,3.524061,2.029282,0.296915,2.139375,0.913862,0,0,0,0,0,0,0
ENSDARG00000001939,0.835691,0,1.095181,0,0.616239,0,0,0.674327,0.618916,0,0.96494,3.277106,2.184737,2.207778,2.569144,1.980355,1.353143,2.19057,2.834224,1.917457,2.290323,1.377617,2.359223,2.74925,2.224421,1.560736,4.128789,0.376645,6.135326,0.818113,2.794413,0.608193,2.701972,2.149719,1.592687,1.546313,2.978543,1.680101,1.830533,1.265462,3.877043,1.768236,0,0,0,0,0,0,0
