geneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
DjGI000002_005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_007,0,7,16,0,5,0,9,10,3,3,2,4,12,3,2,54,0,8,8,19,24,14,10,14,0,5,28,6,5,30,22,10,1,4,8,9,27,10,43,6,14,7,19,11,4,6,6,23,6,1,0
DjGI000002_008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_011,0,1,1,0,0,0,0,0,0,0,1,3,9,0,6,51,0,3,32,8,6,11,10,22,0,11,14,0,15,13,14,30,8,4,5,6,11,3,22,17,0,2,0,2,4,1,4,0,1,0,0
DjGI000002_012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DjGI000002_014,0,0,0,4,4,1,0,0,0,0,0,0,5,0,2,6,0,2,6,7,2,2,2,5,0,0,2,0,0,2,2,1,0,1,0,1,2,0,17,1,0,1,0,0,0,2,0,1,1,1,0
DjGI000002_015,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,2,7,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,1,2,8,0
DjGI000002_016,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,4,0,8,4,6,0,6,0,0,0,0,3,0,0,0,0,0,9,0,6,5,0,4,0,2,2,0,0,0,6,0,0,0,4
DjGI000002_017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_018,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,4,0,6,0,5,0
DjGI000002_019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_020,0,0,9,0,0,0,0,0,0,0,0,7,0,0,3,28,0,0,0,6,6,8,3,3,0,12,5,0,0,0,7,0,0,0,0,1,1,6,25,4,1,0,1,0,3,0,1,0,0,11,0
DjGI000002_021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000002_023,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,29,0,2,3,0,35,4,12,31,0,0,0,0,1,35,46,7,6,0,2,1,8,25,80,9,4,7,16,13,6,0,1,0,0,0,0
DjGI000003_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000003_002,0,0,0,0,0,0,0,4,0,0,0,0,10,10,0,85,0,2,0,3,44,10,15,58,0,0,1,0,15,34,29,10,12,0,0,0,2,12,86,49,5,14,10,4,10,17,20,0,0,0,0
DjGI000003_003,0,0,0,3,0,0,13,3,0,0,0,4,34,53,1,307,0,19,41,6,89,32,34,142,0,1,9,0,18,106,55,36,35,8,44,11,49,29,118,43,0,24,38,27,47,32,8,6,0,0,0
DjGI000003_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,0,14,1,8,0,0,1,0,0,0,14,8,0,0,0,6,0,0,0,0,0,0,0
DjGI000003_005,0,0,0,0,0,21,0,0,0,0,0,0,32,28,19,313,0,7,58,11,63,71,69,162,0,4,14,0,35,131,118,32,15,32,88,23,63,49,115,113,6,10,57,21,64,34,69,13,0,0,0
DjGI000003_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,4,2,2,1,5,0,0,0,0,0,8,16,0,9,0,0,1,2,19,9,0,12,0,0,0,8,7,0,8,0,0,0
DjGI000003_007,0,0,10,9,1,16,24,2,0,5,0,18,47,111,11,277,17,4,61,18,117,53,57,305,0,0,34,0,24,154,142,74,31,25,116,8,41,39,212,119,3,25,64,28,24,46,43,7,0,0,2
DjGI000003_008,0,0,0,0,0,18,8,0,0,0,0,0,24,35,0,154,0,2,2,13,32,7,15,70,0,0,13,0,1,59,32,19,23,10,12,5,23,22,112,28,10,17,10,5,21,3,9,2,0,0,0
DjGI000003_009,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,71,0,1,2,0,10,0,9,22,0,0,2,0,5,24,10,7,0,0,0,0,23,7,30,22,0,2,10,3,3,1,5,1,0,0,0
DjGI000003_010,0,0,0,0,0,4,0,4,0,0,0,0,20,1,4,25,0,2,11,0,3,0,24,53,0,1,3,1,4,23,8,10,2,5,0,0,0,0,33,11,0,0,10,7,6,7,1,1,0,0,0
DjGI000003_011,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,18,0,4,4,0,1,8,0,0,0,0,4,0,1,2,13,0,0,1,0,0,0,0,8,7,0,0,2,0,2,0,3,0,0,0,0
DjGI000003_012,0,0,0,0,0,0,0,0,0,0,0,0,10,54,4,189,0,7,8,0,77,16,27,80,0,0,2,0,27,37,57,32,25,5,0,0,25,23,126,45,0,11,31,0,10,17,38,0,5,0,0
DjGI000003_013,0,0,0,0,0,0,0,2,0,0,0,0,9,12,7,143,0,11,3,4,38,8,23,52,0,0,0,0,11,63,30,9,3,0,13,0,28,13,48,58,0,0,7,0,0,0,18,0,0,0,0
DjGI000003_014,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,30,0,0,0,0,14,1,7,6,0,0,0,0,3,12,21,5,2,0,6,4,0,0,5,4,0,0,1,0,6,0,2,0,0,0,0
DjGI000003_015,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,9,6,2,10,0,0,1,0,0,3,0,3,0,0,0,0,1,0,12,9,0,0,6,3,2,0,0,0,0,0,0
DjGI000003_016,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,31,0,10,8,6,25,5,27,47,0,0,10,6,6,7,8,4,6,4,0,3,3,2,18,22,0,5,3,1,9,11,10,3,0,0,0
DjGI000003_017,0,0,16,15,0,8,0,0,0,0,0,5,16,23,0,136,0,8,33,12,67,1,48,114,0,10,17,0,25,72,57,13,29,7,77,4,27,7,123,101,2,4,33,9,21,12,20,0,0,0,0
DjGI000003_018,0,0,0,4,0,13,9,0,0,0,0,14,41,16,4,196,0,6,65,16,73,52,42,190,0,0,7,0,48,77,129,48,29,14,80,13,57,39,144,97,7,11,87,29,72,0,37,8,0,0,0
DjGI000003_019,0,0,0,0,0,0,0,0,0,0,0,2,2,9,8,49,0,13,0,0,30,7,9,75,0,0,3,0,10,40,15,14,3,2,26,4,12,11,62,60,0,2,17,0,10,1,13,0,0,0,0
DjGI000003_020,0,0,0,7,6,4,7,0,0,5,0,10,5,24,16,170,0,18,34,0,20,34,27,81,0,0,24,0,5,37,70,4,13,7,38,8,16,16,117,54,3,9,76,9,30,0,58,1,0,0,0
DjGI000003_021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000003_022,0,0,0,4,0,0,4,1,0,0,2,4,6,22,3,122,0,6,38,0,40,35,18,100,0,0,8,0,50,66,69,5,22,23,28,0,62,38,117,93,0,10,56,15,52,0,34,5,0,0,0
DjGI000003_023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000003_024,0,0,0,0,0,4,1,0,8,0,0,0,6,20,4,146,0,24,17,3,44,7,19,47,0,4,0,0,22,47,76,23,22,0,9,5,18,23,63,64,0,0,18,12,21,26,19,0,0,0,0
DjGI000003_025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000003_026,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,14,0,0,11,0,2,16,12,34,0,5,14,0,8,31,6,0,6,7,22,0,6,1,38,13,0,0,29,20,0,8,21,0,0,0,0
DjGI000003_027,0,0,0,5,5,7,0,5,0,0,0,3,18,32,6,112,5,36,38,5,16,18,42,109,0,0,19,9,17,56,68,55,30,36,22,4,9,10,53,71,10,7,50,23,12,29,32,7,1,0,0
DjGI000003_028,0,0,0,1,0,0,7,0,0,0,0,4,35,44,5,156,0,48,4,0,51,53,47,166,0,0,6,0,5,73,33,18,15,10,33,5,32,20,133,89,0,10,38,6,11,3,23,6,0,0,0
DjGI000003_029,0,0,0,0,0,0,7,0,0,0,0,0,15,38,4,34,0,7,0,1,14,1,14,45,0,0,11,0,9,42,9,11,9,8,13,10,9,6,39,2,6,3,18,7,29,5,12,7,0,0,0
DjGI000003_030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000003_031,0,0,0,5,11,7,4,0,0,3,15,6,55,47,0,306,0,5,41,24,81,34,97,165,0,0,8,0,34,88,142,49,31,60,78,17,58,31,189,111,10,10,106,19,26,57,47,6,0,3,0
DjGI000004_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_003,0,0,0,3,2,0,8,0,0,0,8,0,30,32,2,203,0,97,98,52,57,29,103,211,0,9,31,0,52,99,67,61,34,15,124,12,15,33,93,76,14,17,68,13,30,5,0,9,0,0,0
DjGI000004_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_005,0,0,0,0,0,0,0,0,0,0,0,0,4,14,1,69,0,9,1,3,27,22,15,47,0,12,2,0,9,21,23,0,0,0,13,11,0,4,17,22,0,0,8,8,0,0,0,0,0,0,0
DjGI000004_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_007,0,0,0,0,0,0,0,0,0,1,3,0,27,9,0,41,0,37,25,8,15,0,33,94,0,0,7,0,8,38,25,39,5,13,26,9,20,4,54,10,4,4,14,2,16,0,6,0,0,0,0
DjGI000004_008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,11,0,0,7,1,11,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_009,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12,0,0,8,0,6,0,0,1,0,0,0,0,12,13,5,0,1,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,8,7,8,50,0,0,0,0,0,19,9,9,0,0,1,0,0,2,8,0,0,0,0,1,0,3,0,0,0,2,0
DjGI000004_013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,9,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,2,8,15,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,10,0,0
DjGI000004_018,0,0,0,0,0,0,0,0,20,0,0,6,26,4,6,148,0,3,5,6,82,33,13,58,0,0,0,0,75,49,65,23,22,1,11,10,79,28,89,31,7,0,14,15,37,17,17,7,0,0,0
DjGI000004_019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000004_020,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,28,0,0,0,0,4,5,0,4,0,0,0,0,0,9,4,0,8,0,5,0,4,0,10,0,0,0,0,0,5,1,0,0,0,0,0
DjGI000004_021,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000005_001,0,0,2,0,0,0,18,0,0,0,0,0,37,86,21,339,0,31,85,27,197,72,168,288,0,0,54,11,49,93,140,55,85,53,82,0,83,31,161,107,12,0,45,4,18,2,10,0,0,0,0
DjGI000005_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000005_003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000005_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000005_005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000005_006,0,1,0,7,5,2,2,3,0,0,3,0,8,3,0,11,0,5,3,5,4,0,5,5,0,4,3,2,0,0,3,0,0,0,4,1,0,4,0,3,1,5,0,3,2,0,2,0,1,9,1
DjGI000005_007,0,0,0,0,4,0,1,0,0,0,6,7,0,0,1,16,0,22,8,11,6,2,1,32,0,35,10,8,12,15,24,0,5,20,11,0,23,7,32,27,5,0,0,0,1,0,0,1,0,0,2
DjGI000005_008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DjGI000005_009,11,25,36,39,21,19,15,89,28,28,59,21,54,54,18,197,0,55,85,85,69,60,96,122,10,24,43,21,58,123,122,50,67,5,99,29,35,53,135,53,29,3,67,34,45,59,38,40,36,67,28
DjGI000005_010,0,0,0,0,0,5,5,0,0,0,0,8,0,14,0,8,0,8,28,6,23,1,30,19,0,0,0,0,13,5,14,11,5,0,19,0,3,1,7,14,0,0,0,3,0,1,0,0,0,0,0
DjGI000005_011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
DjGI000005_012,0,8,0,0,0,16,0,0,0,0,10,28,40,71,35,294,0,62,163,48,138,69,158,421,0,18,53,5,62,129,183,83,56,31,106,20,75,20,147,106,1,9,25,0,34,22,21,5,0,0,0
DjGI000006_001,1,0,11,24,1,9,0,24,0,0,1,3,31,36,12,153,0,60,126,32,69,37,99,198,0,0,17,0,26,61,130,61,43,41,71,9,31,23,72,101,4,8,37,10,6,0,4,11,0,0,0
DjGI000006_002,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,83,0,5,14,1,24,13,18,135,0,0,1,4,14,14,49,13,46,0,8,26,27,19,34,62,0,9,12,5,13,0,13,0,0,0,0
DjGI000006_003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000006_004,0,0,3,1,0,0,0,1,0,0,0,0,1,2,0,12,0,2,33,0,2,1,16,13,0,5,5,0,2,2,6,17,5,4,4,2,2,1,3,12,0,0,1,5,0,0,0,0,0,0,0
DjGI000006_005,0,0,3,1,3,0,0,3,0,0,0,4,1,15,7,40,0,36,64,30,33,33,56,128,0,0,12,0,7,26,33,31,21,10,72,5,2,17,19,28,0,2,16,5,3,0,0,0,0,0,0
