geneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
DjGI002187_001,0,0,0,0,0,0,0,12,0,0,0,0,15,8,6,59,0,22,19,14,31,6,33,72,0,0,10,15,9,44,19,3,5,4,15,2,33,17,29,12,0,0,9,0,0,17,12,9,0,0,0
DjGI002188_001,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,78,0,0,8,0,11,38,5,19,0,0,0,0,4,28,57,11,0,0,7,0,14,0,44,11,0,0,14,0,7,0,0,0,0,0,12
DjGI002188_002,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,19,0,0,0,0,0,2,1,0,0,0,0,0,5,18,11,0,0,0,0,0,10,0,20,5,0,0,3,0,0,0,0,0,0,0,4
DjGI002189_001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,12,0,0,1,3,0,36,0,0,0,0,18,23,61,3,9,0,0,10,13,22,56,11,0,0,2,0,6,0,0,0,0,0,0
DjGI002190_001,0,0,0,0,0,10,2,11,0,0,7,4,54,36,28,111,1,36,117,31,143,84,52,295,0,16,18,6,34,128,152,72,75,48,55,32,114,108,193,91,21,1,48,20,47,20,19,16,1,0,0
DjGI002190_002,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,17,0,9,11,9,12,6,17,34,0,0,2,0,5,18,31,10,4,0,2,0,6,11,2,1,1,0,0,0,1,2,3,0,1,0,0
DjGI002191_001,0,15,0,0,0,8,2,8,3,0,15,14,3,6,0,23,0,0,31,0,0,11,7,11,0,1,0,0,0,2,12,6,4,5,7,5,0,4,15,12,8,0,2,4,0,15,5,10,5,0,0
DjGI002191_002,0,1,0,0,0,1,1,7,1,0,1,4,0,2,0,0,0,0,0,0,0,0,8,6,0,3,0,0,0,2,11,0,0,0,4,4,0,10,6,5,0,0,4,4,0,0,0,0,4,0,3
DjGI002192_001,0,0,1,0,0,0,0,0,0,0,0,0,18,17,13,81,0,27,50,12,125,18,114,134,0,0,5,8,53,133,116,29,68,9,19,28,95,57,146,159,12,4,96,0,11,3,39,0,0,0,0
DjGI002192_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
DjGI002193_001,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,125,0,24,8,0,46,2,23,52,0,14,0,3,45,88,58,8,0,16,0,40,38,33,89,37,11,0,0,2,18,0,16,0,0,0,0
DjGI002194_001,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,2,0,12,0,5,0,0,0,0,0,14,6,0,3,0,0,0,0,16,11,5,0,0,0,0,0,0,0,0,0,0,0
DjGI002194_002,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002195_001,0,0,1,14,11,6,0,1,0,4,5,4,38,55,7,182,0,22,26,4,158,23,64,170,0,4,10,0,80,171,87,41,19,2,21,7,132,54,243,38,1,1,33,18,49,15,74,2,0,0,0
DjGI002195_002,0,0,2,3,18,12,0,1,0,2,9,0,37,40,8,167,0,25,15,5,180,25,66,189,0,5,9,0,70,142,85,46,30,2,13,17,111,43,260,35,2,3,32,16,54,14,69,2,0,0,0
DjGI002196_001,8,0,9,0,1,23,0,0,8,0,1,15,49,82,12,178,0,37,82,21,132,31,64,173,0,3,54,12,15,175,153,42,68,32,25,12,116,89,310,99,8,15,40,25,88,3,62,23,0,0,13
DjGI002197_001,0,0,0,0,0,0,1,12,0,0,1,0,3,15,10,112,0,1,20,0,48,0,31,124,0,0,3,0,5,28,66,28,6,13,7,0,16,12,92,32,0,8,25,4,0,21,13,0,0,0,0
DjGI002198_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,2,0,0,5,2,4,0,0,0,0,0,0
DjGI002198_002,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,5,1,5,0,0,0,0,0,0
DjGI002199_001,0,0,0,0,0,3,2,0,0,7,0,0,0,3,8,16,0,1,4,0,13,8,3,32,0,0,0,0,8,10,3,4,1,0,5,0,14,2,17,11,0,0,3,1,14,5,3,2,0,0,0
DjGI002199_002,0,0,0,0,0,3,7,0,0,6,0,0,0,2,5,22,0,0,3,0,1,4,0,27,0,0,0,0,14,10,9,7,1,0,4,0,20,2,10,8,0,0,4,0,17,3,5,2,0,0,0
DjGI002200_001,0,0,14,3,1,28,0,13,0,3,0,37,40,59,44,303,0,55,138,24,275,86,182,441,0,15,38,0,121,281,236,179,181,44,87,58,148,127,458,188,43,15,121,34,96,24,71,18,5,2,1
DjGI002201_001,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,6,0,1,0,0,0,1,15,5,0,0,0,0,2,14,1,5,0,1,5,4,4,6,9,0,0,0,2,0,2,0,3,0,0,0,0
DjGI002201_002,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,1,10,11,0,0,3,0,7,13,1,6,0,2,6,3,2,0,9,1,0,0,0,0,1,0,1,0,0,0,0
DjGI002202_001,0,0,0,1,0,0,0,3,0,8,0,3,27,25,8,103,0,38,25,15,61,27,49,168,0,0,18,3,26,96,95,13,6,7,21,20,37,63,105,40,8,15,39,0,24,11,11,0,4,0,0
DjGI002202_002,0,0,0,3,0,0,0,5,0,9,0,4,36,18,3,138,0,24,33,15,43,33,43,195,0,0,11,0,24,103,92,21,3,2,18,11,46,62,93,30,6,16,40,0,25,11,13,0,3,1,0
DjGI002203_001,0,0,3,1,1,0,0,8,0,13,0,16,149,71,33,201,0,44,57,11,283,82,98,332,0,0,8,0,116,240,254,65,82,35,66,45,232,104,366,88,20,2,77,7,97,8,122,8,0,5,1
DjGI002204_001,0,5,0,0,0,1,0,0,1,0,0,3,19,28,7,31,0,14,75,40,97,24,55,160,0,6,12,1,28,73,122,50,21,15,12,20,48,35,73,29,0,9,5,0,13,0,5,0,0,0,0
DjGI002204_002,0,5,0,0,0,2,0,0,1,0,0,3,22,37,2,25,0,9,72,56,75,41,47,144,0,5,15,0,25,68,111,52,29,4,12,27,48,19,69,17,3,4,9,0,6,4,2,1,0,0,0
DjGI002205_001,0,0,0,0,20,0,1,8,0,4,3,5,55,58,13,82,0,27,51,47,68,51,146,325,0,11,26,0,37,130,166,102,48,22,4,27,54,68,150,73,0,3,18,19,26,13,9,4,0,0,0
DjGI002206_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
DjGI002206_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002207_001,0,0,0,17,0,28,2,12,1,15,2,24,169,126,38,372,0,98,135,125,316,122,297,585,0,16,52,7,162,389,454,197,89,88,118,51,247,179,341,194,16,18,36,29,96,45,115,0,1,0,0
DjGI002208_001,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,13,0,0,0,0,3,0,0,21,0,0,0,0,4,4,27,0,0,0,0,0,12,13,29,0,0,0,18,0,0,0,0,0,0,0,0
DjGI002209_001,26,25,74,10,20,9,52,44,15,35,36,44,22,43,35,84,0,82,143,60,72,39,77,106,12,41,87,32,26,45,87,64,70,97,48,34,33,44,90,119,57,17,28,32,42,6,68,16,16,40,10
DjGI002209_002,0,1,0,0,0,4,0,0,1,0,0,4,46,28,15,204,0,10,56,6,148,38,53,176,0,6,10,0,92,131,163,34,79,6,17,29,212,42,168,116,25,0,28,0,43,13,7,1,0,0,0
DjGI002210_001,0,5,0,0,0,15,6,13,0,13,0,9,35,103,16,265,0,68,100,8,177,17,146,321,0,12,54,0,90,214,182,80,94,29,15,37,156,33,190,140,5,21,33,27,41,22,14,0,0,0,0
DjGI002210_002,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,0,7,1,1,6,0,0,0,0,6,6,3,1,1,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002211_001,0,0,0,0,0,0,3,0,0,0,0,0,35,11,3,52,0,7,3,12,55,19,3,25,0,0,5,0,0,5,27,0,14,2,0,1,43,11,22,23,0,0,6,1,31,0,13,0,0,0,0
DjGI002212_001,0,0,0,0,3,0,0,0,0,0,26,0,20,20,13,64,0,5,24,14,69,21,40,110,0,3,14,0,10,38,90,29,53,13,34,5,65,11,62,25,18,10,18,6,11,8,41,11,0,0,0
DjGI002213_001,0,0,0,0,0,0,0,3,0,0,0,0,12,2,0,8,0,0,7,0,1,1,12,6,0,0,0,0,2,1,18,0,0,8,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0
DjGI002213_002,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,3,0,0,5,0,0,0,9,5,0,0,0,0,2,2,18,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0
DjGI002214_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,9,0,0,0,0,8,4,12,0,0,0,0,0,17,2,9,2,0,0,2,0,8,0,0,0,0,0,0
DjGI002214_002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,6,0,1,8,0,0,0,0,5,3,19,0,0,0,0,0,19,8,6,4,0,0,2,0,12,0,0,0,0,0,0
DjGI002215_001,0,0,0,0,5,0,0,0,0,0,0,1,17,4,0,68,0,13,10,1,29,5,16,68,0,0,8,0,14,28,31,0,19,7,7,0,17,0,30,10,0,5,21,0,15,2,4,0,0,0,0
DjGI002215_002,0,0,0,0,3,0,0,0,0,0,0,0,11,2,1,60,0,15,15,2,25,8,25,43,0,0,6,0,13,36,31,2,20,13,10,1,17,0,23,17,0,5,20,0,5,3,3,0,0,0,0
DjGI002216_001,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,15,0,4,14,0,1,0,2,3,0,0,0,0,6,1,9,0,0,0,0,2,4,0,10,9,1,8,4,3,7,0,2,2,0,0,0
DjGI002216_002,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,18,0,5,7,0,2,0,4,3,0,0,0,0,4,4,17,0,0,0,0,1,6,0,13,2,3,7,7,4,8,0,4,1,0,0,0
DjGI002217_001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
DjGI002217_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002218_001,0,0,0,0,0,1,4,3,0,0,0,1,43,45,8,103,0,17,28,6,91,15,56,150,0,1,2,2,57,78,119,40,49,14,34,6,70,44,162,72,5,17,29,19,27,1,9,1,1,1,0
DjGI002218_002,0,0,0,0,0,0,2,0,0,0,0,2,41,43,5,117,0,20,40,4,94,24,73,149,0,0,6,0,57,88,111,35,42,15,38,3,70,37,127,78,19,15,26,21,32,1,18,1,0,0,0
DjGI002219_001,31,65,52,83,67,60,56,75,56,42,87,58,133,58,73,358,0,108,86,226,133,127,130,232,6,119,117,104,50,227,119,71,78,70,90,53,105,95,156,136,95,97,56,50,57,56,101,55,26,79,18
DjGI002219_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002220_001,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,57,0,4,2,4,64,8,13,31,0,0,0,0,10,47,27,10,9,0,1,2,62,15,58,27,0,0,5,0,31,5,2,10,4,0,0
DjGI002220_002,0,0,9,0,0,0,0,2,0,0,0,0,21,2,1,72,0,5,1,4,69,9,19,32,0,0,0,0,14,50,31,21,7,0,0,7,46,20,74,22,0,0,7,0,33,3,9,7,3,0,0
DjGI002221_001,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,54,0,0,2,0,24,0,0,27,0,0,0,0,2,6,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002222_001,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,18,0,0,0,0,31,0,0,21,0,0,0,0,16,5,10,0,0,0,2,0,7,0,15,3,0,0,0,0,1,0,0,0,0,0,0
DjGI002222_002,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,7,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002223_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002223_002,0,0,1,0,0,0,0,0,25,1,0,17,27,12,5,47,0,18,2,9,95,26,13,48,0,0,0,0,26,42,123,68,17,10,4,8,43,35,91,2,0,0,0,1,15,6,18,0,0,0,0
DjGI002224_001,0,0,9,0,7,4,1,15,0,4,10,0,100,85,18,404,0,49,47,35,293,100,72,226,0,0,22,0,147,308,225,57,86,1,26,18,319,103,244,170,7,2,132,17,216,99,49,30,20,0,2
DjGI002225_001,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,11,0,9,17,0,11,23,1,12,0,0,1,0,22,25,16,5,4,0,0,1,6,11,7,18,3,0,16,1,2,6,0,0,1,0,0
DjGI002225_002,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,22,0,3,3,1,13,13,3,11,0,0,3,0,20,18,12,6,6,1,0,1,7,6,13,6,3,0,12,1,2,1,0,0,1,0,0
DjGI002226_001,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,2,1,0,3,0,0,2,0,0,22,2,3,4,0,2,0,20,0,8,0,0,8,3,0,7,0,5,0,0,0,0
DjGI002226_002,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,6,0,0,5,0,0,1,0,1,17,3,4,6,0,1,4,11,0,3,0,0,4,5,0,3,0,5,0,0,0,0
DjGI002227_001,0,0,1,0,0,0,0,0,0,0,0,0,49,1,0,164,0,14,47,23,158,64,43,165,0,0,19,0,117,140,159,2,36,9,0,15,79,51,141,70,5,3,10,3,28,1,1,10,0,2,0
DjGI002228_001,0,0,0,0,6,15,0,17,0,1,0,2,83,37,1,182,0,61,105,39,191,87,71,288,0,10,3,0,96,130,224,60,70,65,18,31,150,64,295,114,0,3,58,4,73,3,44,2,0,0,0
DjGI002228_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0
DjGI002229_001,3,0,0,0,0,0,0,11,0,0,0,0,24,17,2,152,0,15,13,5,43,36,24,107,0,0,5,0,44,59,87,23,40,0,9,3,31,16,117,46,4,0,26,9,16,4,24,9,0,0,0
DjGI002229_002,11,0,0,0,0,0,0,10,0,0,0,0,24,20,3,120,0,11,17,2,26,41,18,129,0,0,7,0,32,57,94,20,32,0,3,2,18,17,105,39,3,0,13,5,32,8,27,4,0,0,0
DjGI002230_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,10,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
DjGI002230_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002231_001,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,25,0,12,2,12,14,15,19,27,0,0,0,0,0,9,15,9,4,4,13,0,0,0,16,2,0,0,22,0,23,0,0,0,0,0,0
DjGI002232_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,2,4,1,0,0,0,0,0,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002232_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,4,1,0,0,2,0,0,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002233_001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,8,0,0,21,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,0
DjGI002233_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,4,0
DjGI002234_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002234_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002235_001,6,4,0,16,5,8,0,1,8,0,8,4,6,9,8,17,0,17,5,39,14,12,0,6,0,26,16,8,6,10,40,18,0,10,15,7,2,22,28,9,20,0,7,0,21,9,2,8,7,28,10
DjGI002235_002,6,7,0,13,2,3,0,5,9,0,5,1,11,14,9,21,0,14,8,34,18,4,2,7,0,19,18,5,8,11,37,21,1,3,10,12,4,18,35,11,17,0,7,4,16,18,2,3,9,10,7
DjGI002236_001,0,0,0,0,8,4,0,0,0,0,0,0,9,8,2,44,0,0,10,1,36,18,10,65,2,0,0,0,30,43,36,1,14,5,1,0,36,45,50,39,0,0,10,0,14,0,2,0,0,0,0
DjGI002236_002,0,0,0,0,9,4,0,0,0,0,0,0,11,15,5,43,0,0,11,1,30,27,13,51,6,0,2,0,19,42,46,1,17,5,1,1,30,40,63,38,0,0,17,0,12,1,2,0,0,0,0
DjGI002237_001,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,26,0,0,0,0,2,0,3,5,0,0,0,0,10,8,7,0,0,0,0,0,9,0,15,2,0,0,0,0,11,0,0,0,0,0,0
DjGI002237_002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,0,1,0,9,5,0,0,0,0,17,5,11,0,1,0,0,12,6,0,13,6,0,0,0,0,6,0,0,0,0,0,0
DjGI002238_001,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,48,0,3,0,0,32,6,38,31,0,4,0,0,6,6,21,9,5,0,0,6,19,2,37,9,0,6,1,0,0,0,1,0,0,0,0
DjGI002238_002,0,0,0,0,13,1,0,0,0,0,0,1,124,64,16,612,0,22,19,12,471,97,116,539,10,8,13,0,273,430,496,124,136,21,46,18,242,147,521,208,18,11,34,5,126,23,78,10,0,0,0
DjGI002239_001,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,40,0,1,0,0,13,13,0,9,0,0,0,0,9,27,0,0,0,0,0,0,12,26,13,7,0,0,0,0,0,0,0,0,0,0,0
DjGI002240_001,0,0,1,6,0,11,10,2,0,0,3,3,19,20,5,86,0,20,63,4,62,37,61,161,0,0,8,3,33,93,60,17,36,10,19,35,39,21,49,33,1,0,13,3,18,2,9,8,1,0,0
DjGI002240_002,0,0,0,5,0,6,7,3,0,0,6,2,13,12,4,86,0,19,57,5,78,44,55,155,0,0,9,1,30,78,59,25,58,10,15,35,41,28,53,37,4,0,19,4,24,5,10,7,3,0,0
DjGI002241_001,7,10,1,13,3,0,12,2,4,5,1,2,8,11,9,131,0,34,19,24,76,9,43,167,0,12,8,0,83,112,118,58,25,9,29,18,60,24,85,27,3,18,31,6,16,11,21,2,0,1,3
DjGI002242_001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,4,0,0,0,0,0,5,13,4,0,0,0,0,0,6,0,0,7,0,0,4,0,0,0,0,0,0,0,0
DjGI002242_002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,15,0,0,0,0,0,16,8,7,0,0,0,0,0,3,0,0,5,0,0,13,0,0,0,0,0,0,0,0
DjGI002243_001,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002244_001,0,0,0,0,12,0,5,2,0,2,0,7,61,39,6,133,0,35,55,33,177,85,154,301,0,0,17,0,48,132,187,48,66,48,30,22,128,60,118,64,0,14,4,3,7,15,5,4,0,1,0
DjGI002244_002,0,0,0,0,5,0,2,0,0,3,0,8,45,43,7,104,0,37,71,34,133,97,187,294,0,0,19,0,47,130,160,43,75,49,33,27,125,74,112,67,1,8,6,4,7,10,4,8,0,1,0
DjGI002245_001,0,0,12,0,0,0,0,0,0,0,0,7,7,0,0,78,0,3,0,0,0,0,9,43,0,0,0,0,7,21,21,14,0,0,0,0,2,0,24,0,0,0,0,0,0,0,4,0,0,0,0
DjGI002246_001,9,0,22,17,0,0,0,0,0,0,0,2,4,0,1,20,0,0,0,0,8,7,6,2,0,13,2,0,0,1,37,13,11,0,1,0,0,1,23,4,1,0,17,0,2,0,1,0,1,0,0
DjGI002247_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,1,0,0,0,0,11,7,0,0,4,0,0,0,9,0,18,0,0,0,0,0,9,0,3,0,0,0,0
DjGI002247_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,2,0,0,0,0,13,5,0,0,5,0,0,0,6,0,12,0,0,0,0,0,14,0,1,0,0,0,0
DjGI002248_001,0,3,0,5,0,0,0,12,0,1,9,7,4,5,7,6,0,0,4,0,0,13,22,22,0,0,0,0,0,11,0,4,7,0,2,3,0,12,13,0,6,1,21,3,0,0,0,4,0,0,9
DjGI002248_002,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002249_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI002250_001,0,0,10,0,0,0,0,0,0,0,1,0,31,12,6,92,0,40,52,6,98,18,12,139,0,0,16,0,20,37,42,42,34,0,1,17,66,15,74,45,1,0,12,10,5,0,11,0,2,0,0
DjGI002251_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,12,0,0,0,0,2,3,7,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0
DjGI002252_001,0,0,0,0,0,0,0,0,0,0,0,2,21,37,10,99,0,29,16,0,97,20,29,110,0,0,18,0,33,61,32,7,17,3,12,0,71,58,43,65,0,0,5,14,32,4,9,0,0,0,0
DjGI002252_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,10,0,0,5,0,0,0,8,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
DjGI002253_001,0,0,32,3,2,9,1,1,0,0,3,8,26,40,34,306,0,105,224,15,145,85,60,479,0,11,33,2,55,102,147,129,53,37,135,13,67,47,143,122,0,6,61,12,9,1,25,0,0,0,0
DjGI002254_001,0,0,0,2,0,0,0,0,0,0,0,2,9,2,2,49,0,7,7,0,58,28,8,34,0,3,0,0,25,54,28,2,10,6,10,0,33,17,82,6,0,15,5,5,15,0,10,2,6,0,0
DjGI002254_002,0,0,0,2,0,0,0,1,0,0,0,0,5,3,4,62,0,5,8,0,76,29,7,36,0,3,0,0,25,57,31,6,9,0,10,0,32,15,87,10,0,8,9,6,9,2,14,4,3,0,0
DjGI002255_001,7,2,34,24,16,2,2,1,0,5,1,15,223,199,100,679,0,81,155,44,679,246,264,818,0,7,49,6,334,692,676,254,220,115,83,61,587,290,785,291,15,14,175,33,209,60,190,31,21,0,9
DjGI002255_002,0,1,35,13,20,1,3,3,0,6,1,29,252,192,106,618,0,71,137,53,618,224,270,786,0,8,43,2,304,637,666,272,224,89,64,68,548,312,767,305,30,17,171,33,174,55,188,27,15,1,6
DjGI002256_001,0,0,0,0,4,0,0,0,0,1,0,0,17,22,10,85,0,16,12,1,71,37,25,99,0,0,3,0,61,30,84,41,25,9,13,16,41,38,53,30,0,3,11,5.36,22,1,10,0,2,0,0
DjGI002256_002,0,0,0,0,8,0,0,0,0,0,0,0,6,13,13,71,0,10,14,2,98,21,25,81,0,0,6,0,64,39,90,32,22,7,9,10,71,39,55,32,0,2,7,8.64,35,5,16,0,1,0,0
DjGI002257_001,0,0,0,0,4,0,0,0,2,0,0,0,25,10.309,0,56,0,13,13,4,70,23,15,48,0,0,0,0,48,73,68,0,12,7,0,3,41,53,107,39,0,14,4,23,25,4,5,4,0,0,0
DjGI002257_002,0,0,0,0,4,0,0,0,2,0,1,0,25,18.691,2,117,0,6,19,2,57,14,14,87,0,0,0,0,38,116,131,1,13,4,0,8,52,54,103,40,0,14,20,15,29,2,18,3,0,0,0
DjGI002258_001,0,0,0,0,0,0,0,0,0,0,1,0,6,22,0,30,0,8,5,3,43,13,20,86,0,0,0,0,49,24,24,15,1,0,10,0,53,37,57,33,0,0,20,3,1,1,0,0,0,0,0
DjGI002259_001,0,0,2,2,21,10,21,21,1,8,23,33,166,133,35,622,0,504,603,256,1324,540,794,2283,2.488,40,223,34,379,405,438,328,230,120,95,102,348,173,602,239,65,34,209,13,76,55,40,11,1,1,3
DjGI002259_002,0,0,3,6,17,9,17,22,3,2,15,43,156,148,41,630,0,484,601,264,1318,543,819,2313,2.512,48,239,30,342,432,486,314,201,103,85,94,305,190,610,270,80,45,192,29,79,42,35,10,1,2,1
DjGI002260_001,0,0,0,0,0,1,0,4,0,2,0,9,98,5,12,249,0,22,83,10,177,55,143,373,0,2,13,0,81,124,93,33,27,17,39,4,131,50,263,164,3,9,128,9,44,23,61,4,12,2,0
DjGI002261_001,0,0,0,0,3,5,5,9,4,12,1,3,81,67,17,301,0,59,80,45,218,74,118,321,0,5,13,2,171,211,294,111,95,39,42,40,170,137,311,129,29,7,63,36,52,35,33,4,1,0,0
DjGI002261_002,0,0,0,0,6,1,6,3,4,16,1,3,74,86,21,307,0,50,85,50,266,77,141,338,0,4,12,0,134,209,311,101,71,35,38,45,178,114,307,148,28,9,53,36,66,39,46,0,0,1,0
DjGI002262_001,0,15,0,0,0,0,0,18,0,0,0,2,28,51,31,157,0,30,85,38,139,29,106,237,0,10,7,0,57,149,114,75,82,18,22,12,96,35,154,121,4,14,63,1,42,27,44,6,0,0,0
DjGI002263_001,0,0,0,0,0,0,0,0,0,0,0,4,15,1,0,11,0,0,5,0,6,0,4,29,0,5,0,0,8,3,3,7,3,0,0,1,4,5,13,3,3,0,10,0,6,0,0,0,4,0,0
