geneID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
DjGI000050_006,681,720,940,871,884,1122,1881,898,1168,346,1680,1119,1658,1312,1385,1155,1045,1172,980,771,1126,1307,524,406,1573,1704,765,733
DjGI000051_001,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_002,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_004,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_005,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_006,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_007,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_008,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_013,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_014,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_015,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_016,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000051_017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000052_001,0,1,0,2,0,0,2,0,5,0,9,9,26,3,9,20,12,0,1,2,2,1,10,1,0,1,0,0
DjGI000052_002,0,0,0,1,0,0,2,1,6,0,13,10,25,3,13,17,13,0,0,1,3,2,7,1,3,1,0,0
DjGI000052_003,0,0,1,0,0,0,5,3,11,2,17,4,20,3,17,8,6,0,0,0,0,0,3,0,0,0,0,0
DjGI000052_004,0,0,0,0,0,0,7,0,9,0,7,14,27,5,16,16,12,0,0,1,1,0,5,1,1,0,0,0
DjGI000052_005,0,1,1,3,0,0,2,1,16,1,20,8,26,5,15,12,13,0,0,1,3,2,6,0,0,2,0,0
DjGI000052_006,0,0,1,0,1,0,2,2,13,0,21,5,22,2,14,14,10,0,1,1,2,0,3,1,2,0,0,0
DjGI000052_007,0,1,1,3,1,0,2,0,6,0,19,9,20,2,11,17,7,0,1,0,2,0,5,0,2,3,0,0
DjGI000052_008,0,0,0,2,2,0,5,4,6,0,12,14,22,5,17,14,11,0,1,1,2,0,5,1,1,1,0,0
DjGI000052_009,0,0,0,5,1,0,5,2,10,0,15,8,20,2,16,13,14,0,0,1,1,1,4,0,0,0,0,0
DjGI000052_010,0,1,0,0,1,0,3,2,6,2,10,11,26,4,13,7,8,0,0,0,0,1,4,2,2,0,0,0
DjGI000052_011,0,0,0,0,0,0,6,4,8,1,11,10,30,10,12,16,10,0,0,2,0,0,8,0,2,0,0,0
DjGI000052_012,0,0,1,1,1,0,4,1,8,0,16,6,18,3,12,11,13,0,0,0,3,1,5,0,0,0,0,0
DjGI000052_013,0,0,0,0,1,0,3,2,10,1,9,8,25,5,10,14,9,0,1,0,0,0,4,0,1,0,0,0
DjGI000052_014,0,0,0,1,0,0,1,4,8,1,15,13,19,1,20,6,12,0,0,0,0,0,7,0,0,0,0,0
DjGI000052_015,0,1,0,1,0,0,2,1,10,1,20,5,28,5,11,17,12,0,0,1,4,0,3,0,2,0,0,0
DjGI000052_016,0,0,1,1,0,0,2,2,7,1,11,10,19,4,12,16,9,0,0,3,1,0,2,2,0,0,0,0
DjGI000052_017,0,0,1,0,0,0,3,2,9,0,22,13,22,4,6,14,11,0,0,0,1,2,5,0,0,0,0,0
DjGI000052_018,0,1,1,0,0,0,2,3,12,2,18,7,15,7,14,12,11,0,0,0,5,0,7,0,3,0,0,0
DjGI000052_019,0,0,1,0,0,0,3,1,11,1,14,5,30,3,10,8,12,0,0,1,1,0,2,0,0,1,0,0
DjGI000052_020,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DjGI000052_021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
DjGI000052_022,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DjGI000052_023,0,0,1,0,0,0,3,2,6,1,14,9,23,4,14,13,6,0,1,1,1,0,2,0,1,0,0,0
DjGI000052_024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000052_025,0,1,0,0,2,0,3,0,9,1,19,3,20,5,13,12,7,0,3,0,2,0,3,0,0,0,0,0
DjGI000052_026,0,0,1,1,1,0,5,0,11,0,16,14,27,8,10,9,15,0,2,2,0,0,4,0,0,0,0,0
DjGI000052_027,0,0,0,3,0,0,2,1,10,1,15,6,27,2,9,11,17,0,0,4,2,0,6,0,2,3,0,0
DjGI000052_028,0,0,1,2,0,0,5,2,9,2,7,8,28,4,11,11,4,0,0,2,3,0,2,1,0,0,0,0
DjGI000053_001,0,0,0,0,0,0,0,0,23,1,18,4,27,0,8,14,15,5,0,0,0,0,0,0,0,0,0,0
DjGI000053_002,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_003,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_004,0,0,0,0,5,0,0,3,33,0,20,14,45,2,9,18,15,0,0,0,0,0,13,0,0,0,0,0
DjGI000053_005,0,0,0,0,1,0,0,5,23,0,16,8,30,0,5,12,21,0,0,0,0,0,16,0,0,0,0,0
DjGI000053_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_007,0,0,0,0,0,0,0,0,1,0,0,1,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DjGI000053_008,61,61,58,166,815,57,1074,1067,3554,575,4923,4896,10898,2614,6430,6109,4519,32,518,340,810,271,2175,565,380,107,10,9
DjGI000053_009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
DjGI000053_011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_013,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000053_014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000054_001,2,0,9,71,107,3,263,134,256,37,237,272,537,129,301,209,273,1,74,56,117,100,323,153,206,3,42,8
DjGI000054_002,7,5,16,46,161,0,147,166,327,25,323,147,504,181,262,115,206,1,10,37,42,39,420,103,262,10,52,0
DjGI000054_003,0,2,1,0,14,0,48,21,16,1,29,14,48,9,16,12,22,0,0,3,6,1,30,3,25,0,3,0
DjGI000054_004,3,4,6,56,110,2,252,135,261,23,244,276,524,150,253,215,208,1,75,50,113,96,346,156,190,2,33,10
DjGI000054_005,0,0,0,0,6,0,17,20,30,1,24,13,37,9,13,10,19,0,11,0,11,8,1,0,2,0,2,8
DjGI000054_006,0,3,1,1,13,0,19,21,12,0,18,15,41,11,16,10,4,0,2,0,5,2,27,1,21,1,6,1
DjGI000054_007,0,0,0,0,18,0,58,37,15,5,15,33,72,58,24,50,42,0,12,12,14,39,21,8,24,0,2,7
DjGI000054_008,2,4,7,74,85,6,262,133,259,33,217,247,535,155,289,229,218,1,72,41,141,99,331,172,220,4,38,3
DjGI000054_009,0,4,1,4,11,0,22,24,19,1,15,12,23,16,13,9,9,0,0,0,4,4,35,0,27,0,5,2
DjGI000055_001,4,0,0,6,21,1,21,34,57,0,69,48,89,36,59,52,43,0,18,0,21,10,21,1,18,0,11,0
DjGI000055_002,0,0,2,7,17,7,12,18,39,0,52,49,84,28,30,46,17,0,11,0,26,13,11,1,9,8,16,0
DjGI000055_003,10,5,41,42,249,4,477,321,914,166,1413,1912,3558,1131,2056,1509,1453,2,213,113,280,121,716,281,258,11,60,8
DjGI000055_004,4,17,6,0,7,3,61,50,114,0,126,116,202,47,114,72,108,0,24,0,24,1,11,2,21,2,1,11
DjGI000055_005,6,0,0,5,11,0,20,21,54,0,41,47,42,17,39,58,76,0,2,1,7,0,15,3,6,6,32,0
DjGI000055_006,23,10,43,38,220,8,467,338,973,216,1470,2008,3541,1063,2010,1451,1487,2,206,130,248,120,696,302,260,17,50,7
DjGI000055_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000055_008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000055_009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000055_010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000056_001,0,0,4,2,15,6,18,17,32,2,29,27,54,22,46,39,48,4,7,10,3,0,32,3,10,1,3,4
DjGI000056_002,0,0,2,3,6,3,28,20,46,2,34,31,65,19,56,42,37,5,7,11,2,1,29,3,7,1,8,2
DjGI000056_003,4,1,11,10,13,4,6,15,30,7,32,12,53,35,46,21,49,7,8,10,7,5,27,0,8,2,10,8
DjGI000056_004,7,0,14,12,13,6,9,8,33,6,26,18,45,23,41,38,49,10,10,9,9,4,24,4,5,5,13,5
DjGI000056_005,0,0,4,0,4,0,15,9,18,5,21,25,29,4,33,25,11,2,0,2,1,1,20,2,5,0,1,0
DjGI000056_006,0,0,1,0,0,0,22,12,18,6,20,20,37,4,24,31,17,0,5,0,2,3,15,2,1,0,0,0
DjGI000056_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0
DjGI000056_008,0,0,0,0,0,0,2,2,19,0,4,3,7,0,11,10,11,5,2,0,0,0,17,0,3,0,3,0
DjGI000056_009,0,0,0,0,0,0,11,13,21,7,22,25,29,8,31,22,18,3,0,2,1,1,10,4,3,0,3,0
DjGI000056_010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000057_001,4,9,89,173,580,30,787,695,1255,206,1670,1834,3157,840,2049,1532,1285,8,390,280,537,452,5100,997,2075,50,309,11
DjGI000057_002,70,93,144,236,1258,60,2267,1936,3249,773,4053,5695,10321,3704,5944,5382,4857,54,2880,1612,3273,2228,12355,3782,4476,349,1116,115
DjGI000057_003,21,29,89,323,1015,36,1694,1375,1944,342,3018,2958,5295,1661,3290,2933,2141,35,926,591,1437,1101,7258,2193,3429,131,518,62
DjGI000058_001,1,0,3,2,26,0,23,11,48,11,114,188,252,52,268,179,153,0,9,7,4,0,11,11,2.487,5,0,0
DjGI000058_002,0,1,4,6,19,0,25,10,35,8,111,207,240,74,308,188,149,0,7,6,18,0,11,13,2.513,9,1,0
DjGI000058_003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000058_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000058_005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000058_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000058_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000059_001,6,0,4,9,12,13,21,240,685,21,424,229,674,203,568,1075,934,0,40,71,98,44,462,87,72,19,6,4
DjGI000059_002,3,0,8,13,7,16,17,222,679,34,392,218,703,198,579,1058,918,0,42,67,93,43,441,68,79,21,6,6
DjGI000059_003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000059_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
DjGI000060_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_003,1,0,1,0,0,1,1,0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
DjGI000060_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000060_008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000061_001,10,0,6,0,3,2,0,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,6
DjGI000061_002,21,34,37,26,30,45,111,53,79,18,112,68,204,129,118,102,80,22,53,34,67,30,45,10,60,48,40,44
DjGI000061_003,5,0,4,0,3,3,0,0,6,0,3,0,1,0,0,0,0,0,1,3,0,0,0,5,2,0,0,8
DjGI000061_004,25,34,44,29,37,45,90,67,78,18,118,53,175,116,140,90,73,18,67,40,60,20,42,10,56,67,53,41
DjGI000061_005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000061_006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000062_001,16,5,0,0,0,0,11,0,26,0,0,5,9,0,14,36,33,0,3,0,0,4,34,0,38,2,13,0
DjGI000062_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000063_001,0,0,0,0,0,0,0,2,5,3,5,15,44,20,51,2,42,0,0,0,0,0,0,0,0,0,0,0
DjGI000063_002,4,3,37,6,13,11,131,125,294,17,936,1060,1938,808,1649,827,856,0,100,26,49,36,64,3,10,7,4,7
DjGI000063_003,3,6,2,7,15,5,21,27,127,5,195,367,488,223,403,193,228,0,26,20,10,5,1,8,8,3,5,0
DjGI000063_004,10,30,20,15,19,4,95,166,401,20,1156,1242,3623,906,2068,1302,1128,0,25,22,10,16,32,5,3,2,9,0
DjGI000063_005,1,3,2,5,17,4,21,15,126,5,189,369,482,203,339,170,190,0,21,13,11,4,0,2,3,4,5,0
DjGI000063_006,1,4,2,1,13,6,18,17,108,2,205,336,489,179,363,168,199,0,23,17,9,5,0,3,5,3,3,1
DjGI000063_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000064_001,4,1,0,6,13,0,20,15,35,2,49,27,63,29,41,35,48,2,5,3,9,3,26,7,8,7,4,10
DjGI000064_002,3,3,13,26,13,0,35,16,29,1,44,24,52,32,42,44,54,0,4,4,20,6,33,8,5,3,20,2
DjGI000064_003,2,4,0,11,7,0,20,13,33,0,53,33,57,25,73,53,44,5,8,2,17,9,32,4,4,5,0,2
DjGI000064_004,2,14,0,6,5,0,19,8,26,1,62,33,65,17,61,44,41,1,3,1,11,5,33,8,6,5,0,4
DjGI000064_005,4,0,0,8,8,0,8,13,27,3,35,24,64,29,48,58,29,1,6,5,14,5,40,6,3,4,0,3
DjGI000064_006,3,1,0,3,5,0,20,7,24,0,60,36,80,58,64,58,43,5,12,2,29,8,31,6,6,6,0,4
DjGI000064_007,0,1,0,6,14,0,14,26,25,1,48,33,58,33,40,38,48,1,3,3,16,7,21,6,20,3,0,3
DjGI000064_008,6,0,10,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,0,0,0,0
DjGI000064_009,0,0,0,0,0,0,9,0,0,0,0,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
DjGI000065_001,0,0,0,0,0,0,0,0,4,0,6,8,2,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_002,0,0,0,0,0,0,0,1,3,0,1,9,6,0,6,6,8,0,0,0,0,0,0,0,3,0,0,0
DjGI000065_003,0,0,0,0,0,0,0,2,1,0,4,6,3,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_004,0,0,0,0,0,0,0,2,5,0,4,13,6,1,5,4,10,0,0,0,0,0,0,0,1,0,0,0
DjGI000065_005,1,0,0,0,0,0,0,0,3,0,4,9,5,2,10,20,5,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_006,0,0,0,0,2,0,0,0,5,0,7,7,16,2,11,7,15,1,0,0,0,0,0,0,2,0,0,0
DjGI000065_007,0,0,0,0,1,0,1,0,2,0,7,5,19,3,10,11,12,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_008,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_010,0,0,0,0,0,0,5,0,2,0,6,7,6,0,5,7,10,0,0,0,0,0,0,0,1,0,0,0
DjGI000065_011,0,0,0,0,0,0,0,0,2,0,3,7,6,1,5,4,3,0,0,0,0,0,0,0,2,0,0,0
DjGI000065_012,0,0,0,0,0,0,0,3,4,0,2,6,6,1,3,4,3,0,0,0,0,0,0,0,2,0,0,0
DjGI000065_013,0,0,0,0,0,0,3,3,3,0,4,7,3,2,1,5,4,0,0,0,0,0,0,0,2,0,0,0
DjGI000065_014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_015,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DjGI000065_016,0,0,0,0,4,0,0,0,0,0,1,0,13,4,10,6,6,0,0,0,0,0,1,0,0,0,0,0
DjGI000066_001,0,11,0,12,4,9,10,17,22,13,43,38,68,30,48,27,15,8,0,8,4,20,15,9,0,4,0,0
DjGI000066_002,0,0,0,0,10,9,0,0,34,0,0,11,32,23,47,18,2,8,1,0,15,0,17,8,0,2,0,0
DjGI000066_003,0,1,0,8,1,0,2,17,21,8,27,26,58,22,30,29,9,1,0,5,1,2,24,16,0,0,0,0
DjGI000066_004,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000067_001,6,0,1,7,26,0,47,38,152,15,190,173,333,85,217,159,140,4,26,31,39,26,39,10,17,0,0,1
DjGI000067_002,5,0,2,19,23,0,72,50,170,20,172,171,310,82,182,176,138,2,23,23,34,25,44,13,14,0,0,0
DjGI000068_001,0,0,1,0,0,0,1,1,3,0,6,0,5,0,3,6,4,0,1,1,0,0,4,0,2,0,0,0
DjGI000068_002,0,0,0,0,1,0,5,1,1,0,2,2,7,0,3,6,3,0,2,1,0,0,7,0,1,0,0,0
DjGI000068_003,0,0,0,0,0,0,5,3,1,0,5,3,6,0,4,4,8,0,0,1,1,0,7,0,2,0,0,0
DjGI000068_004,0,1,0,0,0,0,4,0,5,0,4,2,0,0,3,3,1,0,1,0,1,0,10,0,0,0,0,0
DjGI000068_005,0,0,1,0,0,0,1,1,4,0,4,4,6,2,1,4,3,0,1,0,0,0,5,0,2,0,0,0
DjGI000068_006,0,0,1,0,0,0,3,2,4,0,9,4,6,3,4,1,3,0,1,1,0,0,2,0,0,0,0,0
DjGI000068_007,0,0,0,0,0,0,2,2,4,0,5,2,3,2,5,4,3,0,0,3,0,0,4,0,1,0,0,0
DjGI000068_008,0,0,0,0,0,0,4,2,4,0,8,3,6,0,2,4,8,0,0,2,0,0,1,0,0,0,0,0
DjGI000068_009,0,1,0,2,8,2,12,8,35,4,29,28,57,22,45,25,27,2,9,2,10,3,8,3,8,4,0,0
DjGI000068_010,0,1,0,3,9,0,12,14,22,3,25,43,58,22,26,28,22,7,7,1,4,3,7,8,4,3,0,1
DjGI000068_011,0,1,0,1,8,1,11,13,26,4,28,42,51,28,37,26,17,1,11,3,8,4,15,4,9,2,1,2
DjGI000068_012,0,1,1,1,8,1,8,7,18,4,28,39,65,14,36,33,22,1,5,2,6,0,10,6,7,4,1,1
DjGI000068_013,0,0,2,1,8,1,8,4,28,6,26,34,59,22,31,33,19,3,10,4,11,3,8,4,4,1,0,0
DjGI000068_014,0,0,0,4,9,0,3,11,16,0,30,37,60,23,36,30,20,7,7,4,5,2,10,6,2,8,0,1
DjGI000068_015,0,0,0,1,11,2,9,14,19,3,27,32,59,22,30,25,27,2,5,1,5,3,7,7,6,2,0,0
DjGI000068_016,2,2,0,5,15,3,36,25,81,5,86,127,189,71,107,99,78,6,13,8,18,2,38,11,6,4,1,1
DjGI000068_017,0,0,1,3,9,3,12,8,14,7,29,31,55,17,46,38,24,6,12,2,5,4,13,7,6,4,0,2
DjGI000068_018,2,1.482,0,5,19,2,28,33,72,14,99,135,183,71,127,119,89,3,8,2,11,8,35,13,5,6,1,3
DjGI000068_019,2,0,1,6,22,2,29,20,76,12,85,160,170,58,112,111,76,6,8,4,18,3,30,15,13,8,0,0
DjGI000068_020,0,1.518,0,5,19,0,46,33,71,8,75,135,182,66,107,123,117,2,14,8,17,5,36,12,9,6,1,0
DjGI000068_021,0,0,1,5,0,0,9,1,13,1,5,1,16,7,9,3,6,0,0,3,2,0,11,0,1,0,0,0
DjGI000068_022,0,0,0,5,0,0,10,1,16,0,5,6,23,12,14,4,6,0,2,2,0,0,9,0,0,0,0,0
DjGI000068_023,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
DjGI000068_024,0,2,0,6,39,1,30,25,86,13,85,192,224,71,165,162,119,5,17,3,16,5,29,18,10,6,0,2
DjGI000068_025,0,0,0,6,2,0,3,7,17,1,40,13,22,3,27,8,10,5,0,0,0,0,12,2,18,0,0,0
DjGI000069_001,3,0,0,0,2,0,0,0,0,0,0,0,3,0,12,0,0,2,0,0,0,0,0,0,8,0,0,0
DjGI000069_002,1,0,9,0,1,0,0,0,4,0,0,5,14,21,15,4,4,14,0,0,0,0,0,4,0,18,0,3
DjGI000069_003,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0
DjGI000069_004,0,0,0,0,6,3,12,3,10,1,31,26,11,5,24,12,11,8,5,4,0,0,5,5,4,8,0,0
DjGI000069_005,0,0,0,1,3,4,0,5,10,1,8,0,32,0,9,6,7,4,0,0,7,0,12,12,7,0,0,0
DjGI000069_006,0,0,0,1,1,0,0,3,7,0,10,1,30,0,3,9,9,0,0,0,7,0,2,8,1,0,0,0
DjGI000070_001,118,103,152,99,130,111,298,152,192,31,240,162,215,239,162,128,142,146,180,89,110,121,102,57,137,271,119,98
DjGI000070_002,86,70,72,65,82,90,190,134,125,36,160,112,136,172,84,72,107,68,102,30,79,53,66,46,65,113,39,71
DjGI000070_003,33,36,64,29,34,36,168,37,78,10,68,24,44,59,63,32,26,118,67,41,32,54,44,6,58,153,33,13
DjGI000070_004,89,177,169,219,227,251,745,192,306,87,331,254,338,370,289,217,195,154,186,160,252,232,153,89,153,408,108,204
DjGI000070_005,1,0,8,0,1,3,2,7,0,1,5,2,2,2,0,2,7,1,0,4,7,3,2,4,6,7,0,1
DjGI000070_006,0,2,10,0,0,2,0,4,1,1,9,1,4,11,0,2,4,9,0,3,7,8,3,3,8,5,1,3
DjGI000070_007,0,21,10,5,7,11,5,21,6,0,16,11,18,9,23,2,14,6,3,13,4,17,14,1,11,4,5,5
DjGI000070_008,3,8,0,4,0,1,3,5,0,1,2,2,6,3,7,0,9,4,4,7,0,5,4,0,1,35,0,0
DjGI000071_001,13,27,13,17,11,24,100,29,9,3,25,59,16,92,9,15,25,1,4,10,14,9,7,6,15,20,14,15
DjGI000071_002,13,9,17,17,12,29,76,21,10,6,18,56,12,83,9,9,21,0,6,11,8,5,12,13,14,24,14,14
DjGI000072_001,182,300,359,277,318,365,653,383,289,136,491,555,627,542,352,337,296,218,308,354,346,427,232,100,491,646,230,227
DjGI000072_002,224,298,337,271,301,316,682,359,300,111,507,537,606,515,339,317,361,228,282,306,350,432,225,116,492,637,200,258
DjGI000072_003,141,179,181,129,238,237,399,222,210,97,344,192,334,302,243,230,197,166,268,195,214,221,135,89,246,374,146,198
DjGI000072_004,143,137,178,131,209,242,351,188,175,101,263,196,330,302,228,210,184,124,202,203,197,243,108,79,230,301,141,179
DjGI000072_005,123,159,170,131,206,229,323,217,169,78,292,200,316,298,213,202,196,169,228,204,174,215,97,89,199,283,129,175
DjGI000072_006,19,13,17,35,38,31,30,11,51,10,96,39,90,41,32,29,27,40,32,52,88,32,20,20,14,17,21,15
DjGI000072_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjGI000072_008,0,18,1,7,10,2,16,2,14,0,35,10,26,11,10,19,10,3,9,4,7,3,1,5,0,32,6,9
DjGI000073_001,14,7,13,17,9,13,66,51,80,13,89,122,215,76,152,143,144,7,24,16,54,10,37,17,33,19,19,11
DjGI000073_002,42,8,26,20,42,46,119,68,113,9,147,194,263,107,215,154,147,47,13,33,81,43,32,24,114,39,49,40
DjGI000073_003,6,11,9,7,0,16,10,28,5,8,21,23,4,5,12,20,17,1,13,11,21,13,13,1,9,9,10,6
DjGI000073_004,2,1,4,2,8,0,37,14,81,7,95,103,224,61,167,142,122,0,13,2,36,6,37,23,14,0,4,2
DjGI000073_005,4,2,2,5,13,0,36,15,108,3,91,112,237,76,172,130,133,0,16,2,34,4,34,17,13,0,2,4
DjGI000073_006,25,4,21,7,29,36,55,64,35,10,74,82,45,22,18,26,13,25,6,28,65,25,13,5,53,36,36,19
